Folio,year,Trim,Unidad,cd_mue,punt_mue,turno,p1,p2,p3,p4g,p4n,p5,p6,p6_1,p7,p8,p8_1,p9,p9_1,p9_2,p9_3,p9_4,p9_5_1,p9_5_2,p9_5_3,p9_5_4,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p10,P10_Otro,p11,P11_Otro,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3e,p11_3c,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p13,p13_1,p14,p15,p15_1,p16,p17,p17_1,p17_2,p17_2_1,p17_3,p18,p19,p19_1c,p19_1u,p19_2,p20,p21e1,p21c1,P21U1,p21e2,p21c2,P21U2,p22_1,p22_2,p23e,p23m,p23c,P23U,p24_1,p24_2,p24_3,p24_4,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_2,p26,p27,p28,p28_1,p29e,p29m,p29c,P29U,p29_1c,p29_1t,p29_3,p29_4,p29_5,p30,P30_Otro,p30_1,p31,p31_1,p31_2,p32,p33,p34,p34_1,p35,p36,p36_1,p37c,p37t,p38,p38_1,p38_2,p38_3,p39,p40c,p40t,p41c,p41u,p41_1,p42,p43e,p43m,p43c,P43U,p44,p45,p45_1,p46c,p46t,p47,p48,p48_1,p49,p50,p50_1,p51,p52m,p52a,p53,p54,p55,p56,p57,p58,p59_1,p59_2,p59_3,p59_4,p59_5,p59_6,p60_1,p60_2,p60_3,p60_4,p60_5,p60_6,p60_7,Ponfin3,filtro,m1_1,m1_2,m1_3,m1_4,m1_5,m1_6,m1_7,m1_8,m1_9,m1_10,m1_11,m2,m3,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m4_7,m4_8,m4_9,m4_10,m4_11,m5,m6,m7_1,m7_2,m7_3,m7_4,m7_5,m7_6,m7_7,m7_8,m7_9,m7_10,m7_11
1834,2014,3,231409,1,1,1,1,30,1,3,4,1,2,-1,6,2,2,10,1,7,7,2,1,8,1,8,2,2,2,2,1,-9,1,-9,18,1803,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1,1420059,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70650001,2,97,999999997,97,0,96,4,4002,40020001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,3,99997,97,2,4,4,4002,40020001,2,2,2,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10.98294256,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
110,2014,4,71410,1,1,1,1,29,1,3,2,2,2,-1,1,1,-1,2,0,1,1,1,1,1,1,8,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1705016,2,-2,2,2,1,0,-3,1,0,2,-2,-2,-2,3,27,270040001,2,30,300030001,2,0,96,30,30003,300030001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,260430001,2,-5,31,1,2,6,4,1,2,1,2,1,4,2,5000,2,2,4,30,30003,300030001,2,2,2,2,8,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21.38080662,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
194,2014,3,91407,1,1,1,2,53,1,4,2,2,2,-1,6,2,5,6,1,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1705015,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,27,270170001,2,99,999999999,99,0,96,27,27017,270170001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,6,1,1,0,5,2,-5,1,2,1,5,2,500,2,2,4,27,27017,270170001,2,2,2,2,5,2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.029585015,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
355,2014,4,181410,1,1,1,2,42,1,2,2,2,2,-1,6,2,5,4,0,1,1,2,1,8,1,8,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,511,1,1,2,1,1,2,2,2,2,8,6,1600,1,5,722,2,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,71010001,2,99,999999999,99,0,96,7,7065,70650001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,36,1,1,0,5,97,2,1,2,2,15,2,1600,2,2,4,7,7065,70650001,2,2,2,1,4,2,2,0,-2,-2,1,1,2014,9,2014,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.626474168,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
507,2014,1,251402,1,1,1,2,31,1,4,2,2,2,-1,1,2,1,6,4,1,1,2,1,1,1,1,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70400001,2,0,96,7,7038,70400001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,6,1,2,2,4,1,1,-5,-5,1,2,2,300,2,1,4,7,7038,70400001,2,1,1,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.856703171,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
513,2014,3,261407,1,1,1,2,37,1,4,2,2,2,-1,6,2,2,3,0,2,2,2,1,8,1,7,2,2,2,2,1,-9,1,-9,18,1804,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1,1215013,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70890001,2,7,70400001,2,0,96,9,99997,999999997,97,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,50250001,2,-5,48,1,1,5,4,1,2,1,2,1,3,2,1000,3,1,4,9,99997,999999997,97,2,2,2,5,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.421623475,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
524,2014,1,251402,1,1,1,1,23,1,3,2,2,2,-1,6,2,2,8,4,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,8,6,75,1,2,111,2,1,1,1217001,2,-2,2,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,7,7065,70650001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,260020001,2,-5,6,1,1,3,4,1,2,1,1,1,2,2,2000,2,2,4,7,7065,70650001,2,2,2,2,1,3,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.963097612,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
626,2014,3,311407,1,1,1,1,26,1,3,2,2,2,-1,5,1,-1,5,1,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70870001,1,7,70890001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,6,1,1,0,5,1,2,1,1,1,2,2,300,2,2,4,7,7089,70890001,2,2,2,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.820417762,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
628,2014,4,281410,1,1,1,2,32,1,3,3,2,2,-1,5,2,1,4,2,2,2,2,1,1,1,1,2,2,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1705016,2,-2,1,2,3,3,3,3,3,2,-2,-2,-2,3,21,211140001,2,24,240280001,2,0,96,24,24028,240280001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,50120001,2,-5,36,2,-5,5,4,2,-5,1,2,1,4,2,5000,2,2,4,24,24028,240280001,2,2,2,2,8,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.197721941,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
635,2014,4,281410,1,1,1,2,18,1,3,4,2,2,-1,6,2,2,10,3,4,4,2,1,8,1,8,2,2,2,2,1,-9,1,-9,18,1804,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1705015,2,-2,2,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70650001,2,97,999999997,97,0,96,7,7065,70650001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999997,2,-5,48,2,-5,3,4,2,-5,1,2,1,4,2,1000,2,2,4,7,7065,70650001,2,2,2,2,6,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.197721941,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
652,2014,1,51403,1,1,1,1,23,1,6,2,2,2,-1,6,2,2,9,5,4,4,2,1,8,1,8,2,1,2,2,1,-9,1,-9,18,1804,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,922,2,2,2,2,2,2,2,2,2,8,6,75,1,2,236,2,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,3,2,-2,-2,-2,3,7,70890001,2,7,70650001,2,0,96,7,7078,70780001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,6,1,1,3,4,1,2,1,2,1,7,2,1000,2,2,4,7,7078,70780001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.575643582,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
784,2014,3,91408,1,1,1,1,32,1,4,2,2,2,-1,1,1,-1,4,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,0,0,0,111,2,1,1,1705016,2,-2,1,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,97,999999997,97,97,999999997,97,0,96,30,30003,300030001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,98,98,98,99998,999999998,98,98,98,998,998,98,98,98,98,98,98,98,98,999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,98,98,98,98,99998,999999998,98,98,98,98,98,98,98,998,98,9998,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,14.1461872, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
897,2014,3,121408,1,1,1,2,37,1,1,2,2,2,-1,5,2,1,5,3,1,1,1,1,1,1,1,2,2,2,2,1,-9,1,-9,18,1804,1,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,9999997,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70090001,2,97,999999997,97,0,96,30,30003,300030001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,20040001,2,-5,6,2,-5,0,5,2,-5,1,2,1,5,2,2500,2,2,4,30,30003,300030001,2,2,2,2,5,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.928748614,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1018,2014,2,121404,1,1,1,2,35,1,6,2,2,2,-1,5,2,1,4,2,1,1,2,1,1,1,1,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1312047,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,71010001,2,20,200140001,2,0,96,30,30003,300030001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,3,2,-3,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,2000,2,2,4,30,30003,300030001,2,2,2,2,10,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20.17487093,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1074,2014,4,131411,1,1,1,1,54,1,3,3,2,2,-1,1,1,-1,3,0,2,2,1,1,1,1,1,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,8,6,60,1,2,111,1,1,1,1312047,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70190001,2,7,70780001,2,0,96,7,7101,71010001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280220001,2,-5,6,2,-5,0,5,1,2,1,1,1,3,2,3000,2,2,4,7,7101,71010001,2,2,2,2,5,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17.66634446,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1098,2014,2,261404,1,1,1,1,28,1,3,3,2,2,-1,6,2,2,6,0,4,4,2,1,8,1,8,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1215013,2,-2,1,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,71020001,1,7,70890001,2,0,96,7,7089,70890001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,20040001,2,-5,53,1,2,5,4,1,2,1,2,1,3,2,60,2,2,3,7,7089,70890001,2,3,2,2,1,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14.12800032,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1326,2014,2,261405,1,1,1,1,28,1,3,2,2,2,-1,6,2,2,4,1,2,2,2,1,8,1,8,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,8,6,50,1,2,111,2,1,1,1705015,2,-2,2,1,-2,-2,-2,-2,6,2,-2,-2,-2,3,27,270170001,2,30,300390001,2,0,96,22,22014,220140001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280270001,2,-5,12,1,1,6,4,2,-5,1,2,1,1,3,4000,2,1,4,22,22014,220140001,2,2,2,2,4,4,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.986056449,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1382,2014,2,11406,1,1,1,1,33,1,0,1,2,1,3,6,2,5,14,4,7,7,2,1,8,5,8,2,1,2,2,1,-9,1,-9,18,1804,1,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1217001,2,-2,1,1,-2,-2,-2,-2,1,2,-2,-2,-2,3,7,70890001,2,7,70320001,1,0,96,11,11015,110150001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280270001,2,-5,24,1,1,0,5,1,1,-5,-5,1,3,2,2000,2,2,4,11,11015,110150001,2,4,4,2,40,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9.229537021,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1836,2014,3,231409,1,1,1,1,20,1,4,2,2,2,-1,6,2,2,9,4,3,3,2,1,8,1,8,2,2,2,2,1,-9,1,-9,18,1804,1,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1705099,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70650001,2,97,999999997,97,0,96,7,7065,70650001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,6,2,-5,0,6,2,-5,1,2,1,1,2,2000,2,2,4,7,7065,70650001,2,2,2,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10.98294256,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2052,2014,4,131412,1,1,1,1,19,1,3,4,2,2,-1,6,2,2,3,0,2,2,2,1,8,8,8,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,265,1,2,2,2,2,2,2,2,2,6,6,40,1,2,611,1,1,1,1705015,2,-2,1,1,-2,-2,-2,-2,4,2,-2,-2,-2,3,7,70650001,2,30,300030001,2,0,96,30,30003,300030001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,260430001,2,-5,6,2,-5,0,5,1,2,1,2,2,5,2,100,2,2,4,30,30003,300030001,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,22.00204072,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2055,2014,4,131412,1,1,1,1,39,1,3,3,2,2,-1,5,1,-1,4,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,951,2,2,2,2,2,2,2,2,2,8,6,208,1,2,463,2,1,1,1705015,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,71010001,2,7,70570135,1,0,96,7,7057,70570135,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,12,2,-5,0,5,2,-5,1,1,1,22,2,500,2,2,4,7,7065,70650001,2,2,2,1,5,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22.00204072,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2056,2014,4,131412,1,1,1,2,20,1,6,2,2,2,-1,6,2,2,8,3,3,3,2,1,8,1,8,2,2,2,2,1,-9,1,-9,18,1804,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,961,2,2,2,2,2,2,2,2,2,8,6,100,1,2,814,2,1,1,1705099,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70190001,2,7,71010001,2,0,96,7,7101,71010001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,280320001,2,-5,12,2,-5,2,4,2,-5,1,2,1,15,2,1500,2,2,4,7,7065,70650001,2,2,2,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.896942501,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
482,2014,1,201402,1,1,1,1,35,1,2,3,2,2,-1,1,1,-1,11,2,1,1,1,1,1,1,1,2,1,2,2,1,-9,1,-9,18,1805,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,99,1,1,1312047,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,27,270040001,2,97,999999997,97,0,96,20,20327,203270001,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,3,2,700,2,2,4,20,20327,203270001,1,2,1,2,3,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.875591045,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
511,2014,4,241410,1,1,1,1,23,1,3,2,2,2,-1,6,2,2,14,10,2,2,2,1,8,1,8,2,2,2,2,1,-9,1,-9,18,1805,1,-2,-2,-2,-2,-2,-2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1312047,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70190001,2,7,71010001,2,0,96,27,27004,270040001,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-9,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5,2,4000,1,1,4,27,27004,270040001,2,2,2,2,5,2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12.77412599,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
639,2014,1,51403,1,1,1,2,35,2,0,1,2,2,-1,1,2,1,4,1,1,1,2,1,1,1,1,2,2,2,2,1,-9,1,-9,18,1805,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,99,1,1,1312047,2,-2,2,1,-2,-2,-2,-2,0,2,-2,-2,-2,3,7,70300001,1,7,70200001,1,0,96,7,7020,70200001,1,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-9,-2,-2,-2,-2,1,999999998,2,-5,32,2,-5,7,4,1,2,1,2,1,5,2,1500,2,2,4,7,7020,70200001,1,2,2,2,4,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.3072188,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
