FOLIO,year,TRIM,UNIDAD,CIUDAD,PUNTO,TURNO,SEXO,EDAD,PASMEX,p1,P2G,p2n,p3,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3,p7_4,p7_5_1,p7_5_2,p7_5_3,p7_5_4,p7_6,p7_6_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,P10_OTRO,p11,P11_OTRO,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p19e1,p19c1,P19U1,p19e2,p19c2,P19U2,p20e,p20c,P20U,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2c,P22_2U,p22_4,p22_5,p23_1,p23_2,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_2,p24_3,p24_4,p25,p25_1c,p25_1t,p25_2,p26c,p26u,p26_1,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28_0_1,p28_0_2,p28_1,p29,p29_1,p29_2,p30,p30_1,p31,p31_1,p31_2,p31_3,p31_4,p32es,p32cn,p32cd,p32_1,p32_2,p32_3c,p32_3t,p32_4,p32_5,p33es,p33cn,p33cd,p34c,p34t,p35,p35_2,p35_3c,p35_3u,p35_3t,p35_4,p36,p36_1,p36_2_1,p36_2_2,p37,p38,p39a,p40a,p40_1,p40_2,p41,p41_1,p42a,p43m,p43a,p44,p45,p45_1,p46,p46_1,Ponfin3,filtro,MP1_1,MP1_2,MP1_3,MP1_4,MP1_5,MP1_6,MP1_7,MP1_8,MP1_9,MP1_10,MP1_11,MP1_12,MP1_13,MP2,MP3,MP4_1,MP4_2,MP4_3,MP4_4,MP4_5,MP4_6,MP4_7,MP4_8,MP4_9,MP4_10,MP4_11,MP5,MP6,MP7_1,MP7_2,MP7_3,MP7_4,MP7_5,MP7_6,MP7_7,MP7_8,MP7_9,MP7_10,MP7_11
1027,2014,4,111412,1,1,1,1,33,1,1,2,3,2,1,3,5,1,-1,4,2,2,2,1,1,1,1,1,2,-1,2,2,2,2,2,1,1,-9,1,-9,5,501,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,815,1,2,2,1,1,1,2,1,1,8,5,1000,1,3,315,1,1217001,3,2,-2,2,-2,-2,0,96,7,70270001,2,30,301930001,2,7,70270001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,50250001,2,2,10,8000,1,2,2,-2,-2,-2,-2,0,96,0,2,2,-2,2,-2,0,-2,-2,-2,-2,8,8031,803120000,3,3,29,2,2,1,8,8031,803120000,3,5,1,712,1200,3,5,236,30,100,7,8,2,0,-2,-2,-2,-2,2,2,2004,1,2012,0,0,-4,2,1,19.06649843,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1028,2014,3,111408,1,1,1,1,22,1,1,3,4,2,1,3,6,2,2,6,1,1,1,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,8,806,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,6,2,2,2,2,2,2,2,2,8,6,150,1,2,236,1,9999997,3,2,-2,1,999997,97,0,96,27,270170001,2,19,190390001,2,19,190390001,2,6,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,3,280270001,1,2,2,999997,97,1,2,-2,-2,-2,-2,0,96,0,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48201,4820135000,3,3,1,4,1,2,48,48201,4820135000,1,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,7,2014,0,0,-4,1,-3,24.76413387,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1028,2014,4,121412,1,1,1,1,38,1,1,2,3,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,3,1,2,-1,1,2,2,1,2,2,1,-9,1,-9,6,601,1,-2,-2,-2,-2,-2,-2,-2,3,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1217001,3,2,-2,2,-2,-2,0,96,9,999999999,99,28,280320001,2,28,280320001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,3,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,3,2,2,5000,3,1,2,-2,-2,-2,-2,0,96,0,2,97,97,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,2,3,2,2,1,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,12,2014,0,0,-4,1,-3,20.72445482,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1029,2014,3,111408,1,1,1,1,32,1,1,4,2,2,2,-1,5,1,-1,8,2,3,3,1,8,1,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,15,1503,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,6,2,2,2,2,2,2,2,2,9,6,270,1,2,236,1,1705099,3,2,-2,2,-2,-2,0,96,28,280270001,2,97,999999997,97,28,280270001,2,2,4,1,-2,28,28038,280380001,2,712,236,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280220001,15,2,10,2600,3,1,1,2600,3,3,3,0,96,5,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,3,1,4,1,1,48,48215,4821545384,1,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,5,5,9997,7,2014,0,0,-4,5,1,24.76413387,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1029,2014,4,121412,1,1,1,1,19,1,1,3,3,2,1,2,6,2,5,97,97,97,97,97,3,8,3,8,3,-2,2,2,2,2,2,1,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,17,17097,1709779293,14,4,1,-2,1,-3,712,6,2,2,2,2,2,2,2,2,7,4,9,3,1,236,1,9999997,3,2,-2,97,999997,97,0,96,28,280320001,2,97,999999997,97,97,999999997,97,97,97,97,97,97,99997,999999997,97,998,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999999998,98,98,98,999998,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,998,98,98,98,98,99998,9999999998,998,98,98,998,99998,98,98,998,98,99998,98,98,98,98,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,20.72445482,1,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
1030,2014,3,111408,1,1,1,2,34,1,1,6,2,2,2,-1,6,2,2,5,2,2,2,2,1,8,1,1,2,-1,2,2,2,2,2,1,1,-9,1,-9,2,209,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705099,3,2,-2,1,3500,3,0,96,9,999999999,99,28,280320001,2,28,280320001,2,9,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,4,2,4,5000,3,1,1,3500,3,1,1,0,96,1,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,3,3,20,2,2,1,48,48215,4821545384,20,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,1,2014,7,2014,1,1,0,1,-3,16.36976135,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1030,2014,4,121412,1,1,1,1,26,1,1,3,3,2,2,-1,1,1,-1,6,4,2,2,2,5,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,8,801,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,6,2,2,2,2,2,2,2,2,8,6,250,1,2,236,1,1705099,3,1,3,1,5500,3,0,96,22,220140001,2,19,190390001,2,28,280320001,2,22,2,2,2,-2,-2,-2,-2,-2,-2,3,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,8,2,4,5500,3,1,2,-2,-2,-2,-2,0,96,5,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,3,2,2,1,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,12,2014,0,0,-4,1,-3,20.72445482,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1031,2014,3,111408,1,1,1,1,22,1,1,3,3,2,2,-1,6,2,2,6,0,4,3,2,5,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,9,902,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705016,3,2,-2,2,-2,-2,0,96,27,270040001,2,30,301930001,2,30,301930001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280220001,7,2,2,300,3,2,2,-2,-2,-2,-2,0,96,0,2,1,1,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,4,4,2,1,48,48215,4821545384,4,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,3,2,2008,5,2014,1,1,1,2,1,24.76413387,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1031,2014,4,121412,1,1,1,2,19,1,1,3,4,2,1,3,1,2,1,6,1,3,3,2,1,3,1,1,2,-1,3,2,2,1,2,1,1,-9,1,-9,4,401,99,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,281,1,2,2,1,1,1,2,2,2,13,7,5000,1,5,622,1,1217001,3,2,-2,1,7000,3,0,96,7,70270001,2,28,280320001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,0,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,23,2,10,7000,3,1,1,7000,3,1,2,0,96,0,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,3,4,7,2,2,1,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,12,2014,0,0,-4,1,-3,11.02662711,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1032,2014,3,111408,1,1,1,1,36,1,1,6,2,2,2,-1,6,2,2,6,3,3,3,2,1,8,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,15,1509,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,5,100,1,2,111,1,1705016,3,2,-2,1,7000,3,0,96,9,999999999,99,19,190390001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,8,2,4,7000,3,1,1,7000,3,6,1,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,99997,9999999997,4,2,5,4,2,2,48,99997,9999999997,5,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,1998,4,2014,0,0,-4,2,1,24.76413387,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1032,2014,4,121412,1,1,1,1,34,1,1,4,2,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,15,1503,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,834,1,1,2,2,2,2,2,2,2,10,6,180,1,2,112,1,1705099,3,2,-2,1,6200,3,0,96,30,300390001,2,21,211140001,2,30,300390001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280330282,15,2,3,6200,3,1,1,6200,3,1,1,0,96,1,2,1,1,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,7,2,2,4,2,2,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,10,2014,0,0,-4,1,-3,20.72445482,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1033,2014,3,111408,1,1,1,1,25,1,1,3,4,2,1,2,6,2,5,6,0,3,3,2,3,8,3,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,3,301,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705016,3,2,-2,2,-2,-2,0,96,9,999999999,99,28,280220001,2,28,280220001,2,7,2,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280220001,2,2,4,3200,3,2,1,2000,3,5,3,0,96,0,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,3,2,3,4,2,2,48,48215,4821545384,3,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,4,4,2010,6,2014,0,0,-4,4,1,24.76413387,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1033,2014,4,121412,1,1,1,1,40,1,1,6,2,2,2,-1,5,1,-1,4,2,2,1,1,1,1,1,1,2,-1,2,2,2,1,2,1,1,-9,1,-9,10,1001,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,5000,3,0,96,31,310500001,2,21,211140001,2,19,190390001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,2,2,2,5500,3,1,1,5000,3,6,1,0,96,1,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,3,2,21,2,2,2,48,48215,4821545384,21,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2014,11,2014,0,0,-4,1,-3,20.72445482,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1034,2014,3,111408,1,1,1,1,34,1,1,3,2,2,1,3,6,2,2,10,1,4,3,2,1,8,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,15,1523,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,815,1,2,2,1,1,1,2,2,2,8,5,700,1,3,315,1,1217001,5,2,-2,2,-2,-2,0,96,30,301740001,2,30,300390001,2,30,300390001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,80370001,3,2,10,1000,1,2,2,-2,-2,-2,-2,0,96,0,2,1,1,2,-2,0,-2,-2,-2,-2,48,48141,4814124000,4,3,4,4,2,1,48,48141,4814124000,4,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,3,2,2001,4,2014,1,1,0,2,1,24.76413387,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1034,2014,4,121412,1,1,1,1,43,1,1,3,2,2,2,-1,5,1,-1,10,5,3,2,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,4,421,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,100,1,2,111,1,1705016,3,2,-2,1,5700,3,0,96,9,999999999,99,28,280270001,2,28,280270001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280270001,15,2,10,5700,3,1,1,5700,3,1,1,0,96,5,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48479,4847941464,3,2,15,2,2,2,48,48479,4847941464,15,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2014,11,2014,0,0,-4,2,2,20.72445482,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
1035,2014,3,131408,1,1,1,2,38,1,1,6,2,2,2,-1,6,2,2,7,3,3,2,2,1,8,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,17,1709,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,2,-2,-2,0,96,9,999999999,99,14,140390001,2,28,280320001,2,12,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,3,2,2,1000,3,1,1,500,3,3,3,0,96,1,2,1,2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,4,2,5,2,2,2,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2014,8,2014,0,0,-4,1,-3,14.40765524,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1035,2014,4,121412,1,1,1,2,23,1,1,3,3,2,2,-1,6,1,-1,4,2,2,1,1,1,8,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,2,209,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705099,3,2,-2,2,-2,-2,0,96,30,301930001,2,7,70270001,2,30,301930001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-3,280320001,13,2,10,3000,3,2,1,1500,3,3,3,0,96,1,2,1,2,2,-2,1,0,-3,1,0,48,48215,4821545384,3,2,3,2,2,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,2,1,2014,12,2014,1,1,0,1,-3,11.02662711,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1036,2014,3,131408,1,1,1,2,32,1,1,2,2,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,8,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,6,607,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,9999997,3,2,-2,1,4500,3,0,96,27,270040001,2,28,280320001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,6,2,10,5000,3,1,1,4500,3,1,1,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,7,2,7,2,2,2,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,2,2,2009,8,2014,0,0,-4,2,1,14.40765524,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1036,2014,4,151412,1,1,1,1,23,1,1,6,2,2,1,3,1,2,3,3,2,1,1,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,45,99997,9999999997,4,4,1,-2,1,-3,713,6,2,2,2,2,2,2,2,2,11,7,180,3,2,238,1,1217001,3,2,-2,2,-2,-2,0,96,5,50270217,1,19,190390001,2,19,190390001,2,7,4,1,-2,19,19039,190390001,2,740,326,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,50250001,1,4,2,3000,3,1,2,-2,-2,-2,-2,0,96,0,2,2,-2,2,-2,0,-2,-2,-2,-2,45,99997,9999999997,3,2,2,4,2,2,45,99997,9999999997,4,5,1,713,180,3,2,238,24,100,3,7,1,0,-2,-2,-2,-2,3,3,2004,11,2009,0,0,-4,3,1,16.73746446,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1037,2014,3,131408,1,1,1,1,33,1,1,6,2,2,2,-1,6,2,3,6,2,3,3,2,8,8,5,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,2,205,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,721,1,2,2,1,1,1,1,2,2,8,5,800,1,3,332,1,1217001,3,2,-2,2,-2,-2,0,96,28,280220001,2,30,301930001,2,28,280220001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280220001,3,2,4,300,3,2,2,-2,-2,-2,-2,0,96,0,2,1,2,2,-2,0,-2,-2,-2,-2,48,48061,4806110768,3,3,6,4,2,2,48,48061,4806110768,6,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2002,2,2014,0,0,-4,2,1,21.79586467,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1037,2014,4,151412,1,1,1,1,30,1,1,2,2,2,2,-1,6,1,-1,1,-1,-1,-1,-1,1,1,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,5,507,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,2,-2,-2,0,96,30,300090072,1,24,240200196,1,24,240200196,1,14,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280270001,5,1,11,13000,1,2,2,-2,-2,-2,-2,0,96,0,2,2,-2,2,-2,1,0,-3,1,1,48,48479,4847941464,4,2,5,4,2,1,48,48479,4847941464,5,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,4,1,1999,7,2014,1,1,0,3,2,16.73746446,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1038,2014,3,131408,1,1,1,1,22,1,1,6,2,2,2,-1,6,2,2,5,3,2,2,2,5,8,5,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,15,1503,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,6,6,120,1,2,111,1,1705099,3,2,-2,1,4000,3,0,96,11,110070001,2,28,280320001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,5,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,3,2,10,4000,3,2,1,4000,3,1,1,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,3,3,7,2,2,2,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,8,2014,0,0,-4,1,-3,21.79586467,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1038,2014,4,151412,1,1,1,1,28,1,1,4,2,2,2,-1,5,1,-1,4,2,1,1,1,1,3,1,3,1,2,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,48,48201,4820135000,9,4,1,-2,1,-3,524,6,2,2,2,2,2,2,2,2,9,5,100,3,2,561,1,1217001,3,2,-2,2,-2,-2,14,96,30,300280037,2,19,190390001,2,28,280320001,2,27,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,1,3,2,3000,1,2,2,-2,-2,-2,-2,0,96,0,2,97,97,2,-2,0,-2,-2,-2,-2,48,48201,4820135000,1,2,2,4,1,1,48,48215,4821545384,9,5,1,524,100,3,2,561,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2006,10,2006,0,0,-4,1,-3,16.73746446,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
1039,2014,3,131408,1,1,1,1,36,1,1,6,2,2,2,-1,6,1,-1,3,2,1,1,1,1,8,3,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,14,1401,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,411,6,2,2,2,2,2,2,2,2,9,6,7000,1,5,461,1,1312047,3,2,-2,1,6100,3,6,13,21,211140001,2,5,50250001,2,5,50250001,2,42,2,2,2,-2,-2,-2,-2,-2,-2,3,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280330282,17,2,4,7300,3,1,1,7100,3,6,1,0,96,1,2,1,2,2,-2,0,-2,-2,-2,-2,48,48061,4806110768,3,5,8,2,2,2,48,48061,4806110768,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,8,2014,0,0,-4,1,-3,21.79586467,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
