FOLIO,year,TRIM,UNIDAD,CIUDAD,PUNTO,TURNO,SEXO,EDAD,PASMEX,p1,P2G,p2n,p3,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3,p7_4,p7_5_1,p7_5_2,p7_5_3,p7_5_4,p7_6,p7_6_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,P10_OTRO,p11,P11_OTRO,p11_1d,p11_1m,P11_1U,p11_2e,p11_2m,p11_2c,P11_2U,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p19e1,p19c1,P19U1,p19e2,p19c2,P19U2,p20e,p20c,P20U,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2c,P22_2U,p22_4,p22_5,p23_1,p23_2,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_2,p24_3,p24_4,p25,p25_1c,p25_1t,p25_2,p26c,p26u,p26_1,p27,p27_1c,p27_1u,p27_1_1,p27_2,p28_0_1,p28_0_2,p28_1,p29,p29_1,p29_2,p30,p30_1,p31,p31_1,p31_2,p31_3,p31_4,p32es,p32cn,p32cd,p32_1,p32_2,p32_3c,p32_3t,p32_4,p32_5,p33es,p33cn,p33cd,p34c,p34t,p35,p35_2,p35_3c,p35_3u,p35_3t,p35_4,p36,p36_1,p36_2_1,p36_2_2,p37,p38,p39a,p40a,p40_1,p40_2,p41,p41_1,p42a,p43m,p43a,p44,p45,p45_1,p46,p46_1,Ponfin3,filtro,MP1_1,MP1_2,MP1_3,MP1_4,MP1_5,MP1_6,MP1_7,MP1_8,MP1_9,MP1_10,MP1_11,MP1_12,MP1_13,MP2,MP3,MP4_1,MP4_2,MP4_3,MP4_4,MP4_5,MP4_6,MP4_7,MP4_8,MP4_9,MP4_10,MP4_11,MP5,MP6,MP7_1,MP7_2,MP7_3,MP7_4,MP7_5,MP7_6,MP7_7,MP7_8,MP7_9,MP7_10,MP7_11
1906,2014,3,311407,1,1,1,1,20,1,1,6,2,2,2,-1,6,2,3,2,0,2,2,2,1,8,3,8,3,-2,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,34,99999,9999999999,2,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,48000,1,0,96,28,280320001,2,97,999999997,97,28,280320001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,5,2,3,48000,1,1,1,48000,1,1,1,0,96,0,2,2,-2,2,-2,20,0,-3,97,97,34,99999,9999999999,1,2,3,4,1,2,34,99999,9999999999,2,5,1,713,10,3,1,236,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2012,2,2012,0,0,-4,1,-3,16.98009701,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1907,2014,3,311407,1,1,1,2,30,1,1,3,3,2,2,-1,6,2,2,5,2,2,2,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,12,1219,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,3,2,-2,2,-2,-2,0,96,97,999999997,97,97,999999997,97,97,999999997,97,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,999999999,1,3,3,999997,97,2,1,99997,97,97,1,0,96,0,2,1,2,2,-2,35,97,0,97,97,48,48215,4821545384,3,4,5,4,2,2,48,48215,4821545384,5,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,2,2014,0,0,-4,2,1,12.78266782,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1908,2014,3,51408,1,1,1,1,26,1,1,2,2,2,2,-1,5,1,-1,5,3,1,1,1,1,1,8,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,20,2005,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,1,25000,1,0,96,28,280320001,2,97,999999997,97,28,280320001,2,24,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,15,2,3,25000,1,1,1,25000,1,1,1,0,96,1,2,2,-2,2,-2,15,0,-3,15,0,48,48215,4821545384,3,3,7,2,2,2,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,2,2,2014,7,2014,0,0,-4,2,2,20.51761722,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1909,2014,3,51408,1,1,1,2,26,1,2,0,1,2,2,-1,6,2,2,15,10,5,5,2,1,8,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,17,1705,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705015,3,2,-2,1,15000,1,0,96,28,280320001,2,97,999999997,97,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,4,2,3,15000,1,1,1,1200,3,3,2,0,96,5,2,2,-2,2,-2,19,4,0,97,97,48,48201,4820135000,7,4,5,2,2,2,48,48201,4820135000,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,8,2014,0,0,-4,1,-3,15.44572361,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1910,2014,3,51408,1,1,1,2,21,1,1,4,2,2,2,-1,6,1,-1,1,-1,-1,-1,-1,8,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,17,1705,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1705016,3,2,-2,2,-2,-2,0,96,28,280320001,2,30,301930001,2,28,280320001,2,19,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,15,2,10,6000,1,1,2,-2,-2,-2,-2,0,96,1,2,2,-2,2,-2,20,0,-3,20,3,48,48201,4820135000,7,3,7,2,2,2,48,48201,4820135000,7,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,7,2014,0,0,-4,1,-3,15.44572361,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1911,2014,3,311407,1,1,1,1,26,1,1,2,3,2,2,-1,6,2,2,11,1,11,11,2,1,8,5,8,3,-2,1,2,2,2,2,2,1,-9,1,-9,6,9998,98,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,6,7,50,1,2,111,1,1217001,3,2,-2,2,-2,-2,0,96,7,70090001,2,22,999999997,97,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,15,2,2,45000,1,1,2,-2,-2,-2,-2,0,96,0,2,1,1,2,-2,12,0,-3,12,0,48,48215,4821545384,6,3,2,4,2,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,16.98009701,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1912,2014,3,311407,1,1,1,1,28,1,1,2,4,2,1,1,6,1,-1,1,-1,-1,-1,-1,1,8,8,8,3,-2,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,34,34021,3402160900,8,4,2,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,9999997,99,2,-2,2,-2,-2,0,96,28,280320001,2,97,999999997,97,28,280320001,2,13,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,98,98,280320001,6,2,2,10000,1,1,2,-2,-2,-2,-2,0,96,0,2,1,1,2,-2,0,-2,-2,-2,-2,34,34021,3402160900,3,5,8,5,1,1,34,34021,3402160900,8,5,2,-4,-4,-4,-4,-4,0,-4,-4,-4,98,0,-2,-2,-2,-2,1,1,2006,3,2006,0,0,-4,1,-3,16.98009701,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1913,2014,3,311407,1,1,1,1,41,1,2,0,1,2,2,-1,6,2,3,3,0,1,1,2,1,8,1,8,3,-2,2,2,2,1,2,2,1,-9,1,-9,5,501,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,7,5,35,1,2,111,1,1217001,3,2,-2,1,7000,3,14,96,7,70090001,2,7,70890001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,97,97,2,7000,3,1,1,7000,3,7,2,14,96,0,2,1,1,2,-2,3,0,-3,3,0,48,48215,4821545384,6,5,3,2,1,2,48,48215,4821545384,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,2,2,2014,7,2014,0,0,-4,2,2,16.98009701,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1914,2014,3,51408,1,1,1,1,20,1,1,3,3,2,2,-1,6,2,2,11,4,4,4,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,8,805,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,3,2,-2,1,7000,1,14,96,7,70090001,2,28,280320001,2,28,280320001,2,22,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,12,2,3,7000,1,1,1,1200,3,3,2,14,96,1,2,2,-2,2,-2,12,0,-3,12,0,48,48215,4821545384,2,4,9,2,2,1,48,48215,4821545384,9,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,7,2014,0,0,-4,2,1,20.51761722,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1915,2014,3,51408,1,1,1,1,20,1,1,3,3,2,2,-1,6,2,2,5,3,1,1,1,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,12,1210,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,3,2,-2,1,13000,1,0,96,7,70090001,2,21,210840001,1,28,280320001,2,11,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,6,2,3,13000,1,1,1,1000,3,3,2,0,96,5,2,2,-2,2,-2,13,0,-3,13,2,48,48201,4820135000,7,4,15,2,1,2,48,48201,4820135000,15,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2014,7,2014,0,0,-4,1,-3,20.51761722,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1916,2014,3,51408,1,1,1,1,24,1,1,3,2,2,2,-1,1,1,-1,12,4,7,7,1,1,2,5,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,17,1703,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705015,3,2,-2,2,-2,-2,0,96,9,999999999,99,28,280320001,2,28,280320001,2,4,2,2,2,-2,-2,-2,-2,-2,-2,3,96,1,1,1,2,2,2,2,2,2,1,2,1,280320001,1,2,2,300,3,2,2,-2,-2,-2,-2,0,96,0,2,1,2,2,-2,20,97,0,97,97,48,48215,4821545384,3,2,4,4,1,2,48,48215,4821545384,4,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,5,2014,0,0,-4,1,-3,20.51761722,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1917,2014,3,311407,1,1,1,1,30,1,1,6,2,1,1,3,1,1,-1,4,2,2,2,1,1,3,5,3,1,2,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,51,99999,9999999999,14,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,4000,3,0,96,28,280320001,2,97,999999997,97,28,280320001,2,3,3,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,3,2,3,4000,3,1,1,4000,3,7,2,0,96,1,2,1,2,2,-2,20,0,-3,20,0,51,99999,9999999999,2,4,10,4,2,2,51,99999,9999999999,14,5,1,511,14,3,1,722,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2000,6,2000,0,0,-4,1,-3,16.98009701,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1918,2014,3,311407,1,1,1,1,34,1,1,0,1,2,1,4,5,1,-1,3,2,1,1,1,1,3,5,5,1,2,3,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,51,99999,9999999999,14,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,2,-2,-2,0,96,28,280220001,2,97,999999997,97,28,280220001,2,22,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280220001,3,2,2,5000,3,1,1,5000,3,5,2,0,96,0,2,1,2,2,-2,0,-2,-2,-2,-2,51,99999,9999999999,2,3,3,5,2,1,51,99999,9999999999,14,5,1,511,500,3,3,722,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2000,10,2000,0,0,-4,1,-3,16.98009701,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1919,2014,3,311407,1,1,1,1,22,1,1,3,4,1,1,3,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,2,-1,3,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,55,99999,9999999999,2,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,0,2,-2,1,8000,1,2,3,28,280320001,2,21,211140001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,2,2,3,8000,1,1,1,8000,1,7,2,0,96,0,2,2,-2,2,-2,6,5,0,6,0,55,99999,9999999999,3,3,6,4,2,1,55,99999,9999999999,2,5,1,511,9,3,1,722,97,1500,7,8,1,0,-2,-2,-2,-2,1,1,2012,10,2012,0,0,-4,1,-3,16.98009701,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1920,2014,3,51408,1,1,1,2,26,1,1,1,2,2,2,-1,1,2,1,6,4,2,2,2,1,1,1,1,2,-1,2,2,2,1,2,2,1,-9,1,-9,17,1704,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,1,5500,3,0,96,28,280320001,2,30,301930001,2,28,280320001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,4,2,3,3000,3,1,1,5500,3,7,1,0,96,5,2,2,-2,2,-2,17,0,-3,17,5,48,48201,4820135000,7,3,8,2,2,2,48,48201,4820135000,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,4,4,2007,7,2014,0,0,-4,4,1,15.44572361,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1921,2014,3,51408,1,1,1,2,18,1,1,2,3,2,2,-1,6,2,2,5,2,0,-2,-2,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,17,1706,2,-2,-2,-2,-2,-2,-2,-2,0,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,9999997,1,2,-2,1,45000,1,0,96,28,280250001,2,97,999999997,97,28,280250001,2,22,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280330282,8,2,3,16000,1,1,1,45000,1,7,2,0,96,5,2,1,2,2,-2,2,0,-3,2,0,48,48215,4821545384,6,2,8,2,2,1,48,48215,4821545384,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2014,7,2014,0,0,-4,1,-3,15.44572361,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1922,2014,3,51408,1,1,1,2,29,1,1,3,4,2,2,-1,1,2,1,10,3,1,1,2,1,3,5,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,9,912,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,2,-2,-2,13,14,28,280320001,2,97,999999997,97,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,20,2,4,25000,1,1,1,60000,1,5,3,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48215,4821545384,6,3,1,3,2,2,48,48215,4821545384,1,3,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,7,2014,0,0,-4,1,-3,15.44572361,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1923,2014,3,51408,1,1,1,1,18,1,1,6,2,1,2,-1,6,2,2,4,1,0,-2,-2,5,8,5,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,9,924,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,1,2,-2,1,45000,1,0,96,28,280220001,2,22,220140001,2,28,280220001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280220001,99,99,3,35000,1,1,1,45000,1,7,2,0,96,1,2,2,-2,2,-2,0,-2,-2,-2,-2,48,48061,4806110768,3,2,8,2,2,1,48,48061,4806110768,8,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,7,2014,0,0,-4,1,-3,20.51761722,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1924,2014,3,51408,1,1,1,2,26,1,2,0,1,2,2,-1,6,2,2,20,9,4,4,2,1,8,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,17,1705,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705015,3,2,-2,1,4800,3,0,96,28,280320001,2,97,999999997,97,28,280320001,2,17,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,4,2,3,15000,1,1,1,4800,3,7,2,0,96,1,2,2,-2,2,-2,6,0,-3,6,0,48,48215,4821545384,7,4,5,2,2,2,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,8,2014,0,0,-4,1,-3,15.44572361,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1925,2014,3,51408,1,1,1,2,22,1,1,2,3,2,2,-1,1,2,1,3,1,0,-2,-2,1,3,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,4,407,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,4,2,-2,1,40000,1,0,96,28,280320001,2,7,71010001,2,28,280320001,2,35,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,22,2,3,15000,1,1,1,40000,1,98,98,0,96,1,2,2,-2,2,-2,30,0,-3,30,2,48,48061,4806110768,4,2,5,2,2,2,48,48061,4806110768,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,1,2014,8,2014,0,0,-4,1,-3,15.44572361,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1926,2014,3,51408,1,1,1,2,29,1,1,2,3,2,2,-1,2,1,-1,4,3,1,1,1,1,8,5,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,17,1704,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,1,2,-2,1,2000,3,0,96,28,280320001,2,97,999999997,97,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,280320001,20,2,4,2000,3,1,1,2000,3,7,2,0,96,1,2,1,2,2,-2,5,0,-3,5,0,48,48215,4821545384,4,4,2,4,2,1,48,48215,4821545384,2,4,2,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,1,2014,6,2014,0,0,-4,1,-3,15.44572361,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1927,2014,3,51408,1,1,1,1,25,1,1,1,3,1,2,-1,6,2,2,8,1,2,2,2,1,98,5,3,1,1,2,2,2,2,2,2,1,-9,1,-9,9,924,1,-2,-2,-2,-2,-2,-2,-2,16,4,1,-2,1,-3,611,3,2,2,2,2,2,2,2,2,6,6,0,0,0,111,1,9999997,3,2,-2,1,38000,1,0,96,19,190390001,2,97,999999997,97,19,190390001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,190000000,5,2,3,38000,1,1,1,38000,1,7,2,0,96,5,2,1,2,2,-2,30,0,-3,30,0,31,31055,3105537000,3,2,1,4,2,1,31,31055,3105537000,9,5,1,612,14,3,1,112,3,200,7,96,1,0,-2,-2,-2,-2,1,1,2004,2,2004,0,0,-4,1,-3,20.51761722,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1928,2014,3,51408,1,1,1,1,19,1,1,3,2,2,2,-1,6,2,2,9,1,3,3,2,1,8,1,8,3,-2,2,2,2,2,2,2,1,-9,1,-9,17,1711,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,612,6,2,2,2,2,2,2,2,2,7,6,300,1,3,112,1,1217001,3,2,-2,1,15000,1,0,96,19,190390001,2,28,280320001,2,28,280320001,2,7,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,98,98,280320001,4,2,3,15000,3,1,1,1500,3,3,2,0,96,5,2,2,-2,2,-2,42,3,0,97,97,48,48215,4821545384,7,3,5,2,2,2,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,2,2,2013,8,2013,0,0,-4,2,1,20.51761722,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1929,2014,3,51408,1,1,1,1,38,1,1,4,2,2,1,2,2,1,-1,1,-1,-1,-1,-1,1,8,1,3,1,2,2,2,2,2,2,2,1,-9,3,-9,-3,-3,-3,-3,-3,-3,-3,6,6037,603744000,23,4,1,-2,2,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,2500,1,0,96,7,70190001,2,2,20040001,2,2,20040001,2,6,2,2,2,-2,-2,-2,-2,-2,-2,3,96,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,20040001,1,2,11,2500,1,2,1,2500,1,1,1,0,96,0,2,2,-2,2,-2,97,97,0,97,97,6,6037,603744000,4,3,3,2,2,2,6,6037,603744000,23,5,1,411,10000,3,5,468,9,1000,7,9,1,0,-2,-2,-2,-2,1,1,1991,97,1991,0,0,-4,1,-3,20.51761722,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1930,2014,3,51408,1,1,1,1,39,1,1,2,3,1,2,-1,1,1,-1,5,3,1,1,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,-9,1,-9,14,1404,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,15000,1,7,14,7,70090001,2,26,260550358,1,26,260550358,1,12,2,2,2,-2,-2,-2,-2,-2,-2,3,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,80000000,8,2,3,15000,1,1,1,15000,1,1,1,14,96,0,2,1,2,2,-2,10,0,-3,10,0,48,99997,9999999997,7,4,38,2,2,2,48,99997,9999999997,38,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,1,2014,6,2014,0,0,-4,1,-3,20.51761722,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
