folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1,p2g,p2n,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p9_4,p10,p11,p11_1d,p11_1m,P11_1u,p11_2e,p11_2m,P11_2l,P11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18,p18_1,p19e1,P19l1,P19u1,p19e2,P19l2,P19u2,p20e,P20l,P20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,P22_2l,P22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_1_6,p24_1_7,p24_1_8,p24_1_9,p24_1_10,p24_1_11,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27c,p27u,p27_1,p28,p28_1c,p28_1u,p28_1_1,p28_2,p29,p29_1,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p34_1,p35es,p35cn,p35cd,p35_1,p35_2,p35_2_1_1,p35_2_1_2,p35_2_1_3,p35_2_1_4,p35_2_1_5,p35_2_1_6,p35_2_1_7,p35_2_1_8,p35_2_1_9,p35_2_1_10,p35_2_1_11,p35_3c,p35_3t,p35_4,p35_5,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p51,p51_1_1,p51_1_2,p51_1_3,p51_1_4,p51_1_5,p51_1_6,p51_1_7,p51_1_8,p51_1_9,p51_1_10,p51_1_11,filtro,ponfin3,t3mp1_1,t3mp1_2,t3mp1_3,t3mp1_4,t3mp1_5,t3mp1_6,t3mp2,t3mp3,t3mp4_1,t3mp4_2,t3mp4_3,t3mp4_4,t3mp4_5,t3mp4_6,t3mp4_7,t3mp5,t3mp6_1,t3mp6_2,t3mp6_3,t3mp6_4,t3mp6_5,t3mp6_6,t3mp7
105,2015,3,71507,1,1,1,1,21,1,1,2,3,2,2,2,2,-1,6,2,2,9,5,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,11,1107,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1209084,3,2,-2,1,2000,3,0,0,13,130480001,2,21,211140001,2,28,280320001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,1,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,8,2,1,3,2000,3,1,1,2000,3,1,1,2,0,0,2,97,2,2,-2,10,0,-3,-3,-3,0,10,0,48,48215,4821545384,7,3,2,2,2,1,2,2,2,1,2,2,2,5,2,2,2,48,48215,4821545384,5,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,6,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,33.8033771,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
106,2015,3,71507,1,1,1,1,20,1,1,3,4,2,2,2,2,-1,6,2,2,4,3,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,22,2201,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,311,1,2,2,2,2,2,2,2,2,8,6,2300,1,5,611,1,1305024,0,2,-2,2,-2,-2,0,0,13,130480001,2,24,240130001,2,28,280320001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,20,2,1,4,3000,2,1,1,1000,3,2,3,0,0,0,2,97,2,2,-2,20,0,-3,-3,-3,0,20,0,48,48215,4821545384,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,2,2,2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,4,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,33.8033771,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1
112,2015,4,21510,1,1,1,1,24,1,1,1,2,2,2,2,2,-1,6,2,2,4,4,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,18,1805,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1215013,3,2,-2,2,-2,-2,0,3,22,220140001,2,21,211140001,2,28,280250001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280330282,35,2,1,2,5000,1,2,2,-2,-2,-2,-2,0,3,0,1,97,97,2,-2,3,0,-3,-3,-3,0,3,0,48,48201,4820135000,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,10,2,1,1,48,48201,4820135000,8,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,9,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
113,2015,4,21510,1,1,1,1,32,1,1,1,2,2,2,2,1,2,5,1,-1,3,3,1,1,3,5,3,1,2,2,2,1,2,2,2,1,3,-3,-3,-3,-3,-3,-3,-3,16,16001,1600108830,3,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,2,-2,-2,0,0,12,120610001,2,9,999999999,99,28,280320001,2,10,4,1,-2,28,28032,280320001,2,263,811,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,6,4,1,2,5000,3,2,1,4000,3,2,3,4,0,1,4,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,16,16001,1600108830,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,16,4,2,1,16,16001,1600108830,4,5,1,712,6,5,45,3,1,236,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2011,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
115,2015,4,21510,1,1,1,1,31,1,1,1,2,1,1,2,2,-1,5,1,-1,4,1,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,1,14,1412,1,-2,-2,-2,-2,-2,-2,-2,0,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1312047,3,2,-2,1,20000,1,0,0,9,999999999,99,19,190390001,2,26,260020001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260020001,2,2,1,2,20000,1,2,1,20000,1,1,1,0,0,0,2,2,-2,2,-2,5,0,-3,-3,-3,0,5,0,97,99997,9999999997,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,4,1,1,97,99997,9999999997,1,4,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,3,3,2014,8,2015,0,0,-3,3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
116,2015,4,21510,1,1,1,1,46,1,1,1,2,2,2,2,2,-1,5,1,-1,5,2,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,1,19,1901,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1705016,3,2,-2,2,-2,-2,5,0,27,999999997,97,7,70270001,2,26,260040001,1,8,4,1,-2,30,30193,999999997,97,922,236,1,1,2,2,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,45,2,1,4,2000,1,2,2,-2,-2,-2,-2,6,3,0,2,1,2,2,-2,2,0,-3,-3,-3,0,0,-3,4,4013,401355000,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,9,2,1,1,4,4013,401355000,9,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,9,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
117,2015,4,21510,1,1,1,1,27,1,1,1,2,1,1,2,2,-1,5,1,-1,4,1,1,1,1,5,1,2,-1,2,2,2,2,2,2,1,1,13,1326,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,25000,1,0,0,12,120610001,2,12,120610001,2,26,260040001,1,2,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,1,4,1,2,25000,1,1,1,25000,1,6,2,0,0,0,2,1,1,2,-2,9,0,-3,-3,-3,0,9,3,4,99997,9999999997,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,13,2,1,1,4,99997,9999999997,13,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,9,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
118,2015,4,21510,1,1,1,1,19,1,1,1,2,2,2,2,2,-1,6,2,2,6,1,1,1,8,1,8,3,-2,2,2,2,2,2,2,1,1,6,604,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,1,10000,1,2,0,7,70270001,2,9,999999999,99,2,20040001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,20040001,3,2,1,3,32000,1,1,1,3000,3,6,2,0,3,0,2,97,97,2,-2,2,0,-3,-3,-3,0,1,0,6,6073,607366000,4,4,2,2,2,1,1,2,2,2,2,2,2,2,4,1,1,97,99997,9999999997,2,4,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,8,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
119,2015,4,21510,1,1,1,2,20,1,1,3,4,2,2,2,2,-1,6,2,2,12,7,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,12,1210,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,3,2,-2,1,8000,1,0,0,21,211140001,2,26,260020001,2,26,260020001,2,7,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260020001,3,2,1,4,30000,1,1,1,2500,3,6,2,0,0,0,1,2,-2,2,-2,7,0,-3,-3,-3,0,3,0,4,4013,401355000,4,4,2,2,2,1,1,2,2,2,2,2,2,4,4,1,1,4,4013,401355000,4,4,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,5,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,13.74724272, , , , , , , , , , , , , , , , , , , , , , , 
120,2015,4,21510,1,1,1,1,26,1,1,1,2,1,1,2,2,-1,1,1,-1,5,3,1,1,1,1,1,2,-1,2,2,2,2,2,2,1,1,14,1401,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,2,-2,-2,0,0,30,300280037,2,30,300280037,2,26,260040001,1,7,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,5,2,1,99,10000,1,1,2,-2,-2,-2,-2,0,0,0,2,1,2,2,-2,10,0,-3,-3,-3,0,10,0,97,99997,9999999997,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,7,2,1,1,97,99997,9999999997,7,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,9,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
122,2015,4,21510,1,1,1,2,30,1,1,6,2,2,2,2,2,-1,6,1,-1,3,0,1,1,8,1,8,3,-2,3,2,2,2,2,2,1,1,10,1010,98,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,0,2,-2,1,60000,1,2,0,99,999999999,99,99,999999999,99,99,999999999,99,25,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,999999999,6,2,1,3,30000,1,2,1,30000,1,1,2,2,0,0,4,97,97,2,-2,7,0,-3,-3,-3,0,7,0,99,99999,9999999999,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6,2,1,2,99,99999,9999999999,10,2,99,999,99,99,99999,99,99,999,99,99999,99,99,1,0,-2,-2,-2,-2,1,-3,-3,9,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,13.74724272, , , , , , , , , , , , , , , , , , , , , , , 
123,2015,4,21510,1,1,1,2,56,1,2,0,1,2,2,2,2,-1,4,1,-1,5,1,1,8,8,1,3,2,-1,2,2,1,2,2,2,1,1,9,913,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9999999,3,2,-2,2,-2,-2,0,0,28,280220001,2,99,999999999,99,28,280220001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,3,2,1,4,20000,1,1,1,20000,1,4,3,6,0,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,3,1,2,48,48215,4821545384,1,3,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2002,9,2015,0,0,-3,2,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,13.74724272, , , , , , , , , , , , , , , , , , , , , , , 
124,2015,1,71501,1,1,1,1,18,1,1,6,2,1,1,2,2,-1,6,2,2,4,1,2,1,8,5,8,3,-2,2,2,2,2,2,2,1,1,14,1415,98,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1305024,3,2,-2,1,55000,1,0,0,27,270040001,2,28,280320001,2,28,280320001,2,10,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,2,55000,1,1,1,55000,1,5,1,0,0,5,2,1,1,2,-2,14,0,-3,-3,-3,0,14,0,48,48201,4820135000,7,3,2,2,2,1,2,2,2,1,2,2,2,3,2,2,2,48,48201,4820135000,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,-3,-3,12,2014,0,0,-3,1,-3,98,98,98,98,98,98,98,98,98,98,98,98,1,32.87666408, , , , , , , , , , , , , , , , , , , , , , , 
125,2015,1,71501,1,1,1,2,43,1,1,2,2,2,2,2,2,-1,6,1,-1,4,2,1,1,8,5,5,2,-1,2,2,2,2,2,2,1,1,12,1217,2,-2,-2,-2,-2,-2,-2,-2,26,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,0,2,-2,1,35000,1,0,0,19,190390001,2,5,50250001,2,5,50250001,2,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,50250001,15,2,1,2,35000,1,1,1,35000,1,1,1,0,0,0,2,2,-2,2,-2,3,0,-3,-3,-3,0,3,0,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,25.78669001, , , , , , , , , , , , , , , , , , , , , , , 
126,2015,4,21510,1,1,1,1,48,1,1,3,2,2,2,2,2,-1,3,1,-1,1,-1,-1,1,8,1,8,3,-2,2,2,2,2,2,2,1,3,-3,-3,-3,-3,-3,-3,-3,99,99999,9999999999,0,5,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1217001,0,2,-2,2,-2,-2,0,0,99,999999999,99,99,999999999,99,99,999999999,99,7,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,999999998,8,2,98,98,999998,98,98,98,999998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,98,98,98,98,998,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
127,2015,4,21510,1,1,1,1,43,1,1,2,2,1,1,2,2,-1,1,1,-1,11,0,1,1,1,5,1,2,-1,2,2,2,2,2,2,1,1,12,1201,2,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,9999999,0,2,-2,2,-2,-2,0,0,26,260040001,1,28,280090001,2,26,260040001,1,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,3,2,1,4,999999,99,1,1,999999,99,1,3,0,0,0,2,97,97,2,-2,0,-2,-2,-2,-2,-2,-2,-2,4,99997,9999999997,7,4,2,2,2,1,1,1,2,2,2,2,2,70,2,2,2,4,99997,9999999997,70,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,99,1,-5,7,2015,0,0,-3,1,-3,2,2,2,2,1,1,1,2,2,2,2,2,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
129,2015,4,21510,1,1,1,1,24,1,1,2,4,2,2,2,2,-1,6,2,2,9,2,2,1,8,1,8,3,-2,2,2,1,2,2,2,1,1,17,1708,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,75,1,2,111,1,1705016,3,2,-2,1,6000,3,0,0,9,999999999,99,28,280320001,2,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,8,2,1,3,3000,3,1,1,6000,3,6,1,0,0,1,2,97,97,2,-2,10,0,-3,-3,-3,0,10,0,48,48215,4821545384,6,3,2,2,2,1,2,2,2,1,2,2,2,7,2,2,2,48,48215,4821545384,7,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2015,8,2015,0,0,-3,2,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
130,2015,4,21510,1,1,1,1,35,1,1,6,2,1,1,2,2,-1,5,1,-1,7,1,1,1,1,1,1,2,-1,2,2,1,2,2,2,1,1,12,1210,98,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,1,2,2,-2,-2,0,0,7,71010001,2,28,280320001,2,28,280320001,2,8,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,2,1,2,5000,1,1,1,1200,3,2,3,0,0,1,2,2,-2,2,-2,3,0,-3,-3,-3,0,3,0,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,2,2,48,48215,4821545384,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,9,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
131,2015,4,21510,1,1,1,1,23,1,1,3,4,2,2,2,2,-1,6,2,2,6,2,2,1,8,5,8,3,-2,2,2,1,2,2,2,1,1,11,1102,99,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1312047,3,2,-2,2,-2,-2,0,0,30,300280037,2,30,300390001,2,28,280320001,2,25,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,7,2,1,2,5000,1,1,1,3500,3,2,3,0,0,5,2,2,-2,2,-2,4,0,-3,-3,-3,0,4,0,48,48215,4821545384,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,40,2,2,2,48,48215,4821545384,40,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,7,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
132,2015,4,21510,1,1,1,1,22,1,1,3,2,1,1,2,2,-1,5,1,-1,3,1,1,1,1,5,1,2,-1,2,2,2,2,2,2,1,1,14,1419,1,-2,-2,-2,-2,-2,-2,-2,0,5,1,-2,1,-3,712,1,2,2,2,2,2,2,2,2,10,6,60,1,2,236,1,1305024,3,2,-2,1,10000,1,0,0,7,70270001,2,21,211140001,2,26,260040001,1,20,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,7,2,1,4,10000,1,1,1,10000,1,1,1,0,0,0,2,1,1,2,-2,3,0,-3,-3,-3,0,3,0,4,4019,401977000,7,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,75,2,2,2,4,4019,401977000,75,2,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,6,2015,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
133,2015,4,21510,1,1,1,1,48,1,1,6,2,2,2,2,1,2,5,1,-1,6,2,1,1,3,5,3,1,4,1,2,2,2,1,2,1,3,-3,-3,-3,-3,-3,-3,-3,8,8031,803120000,27,4,1,-2,2,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1215013,0,2,-2,2,-2,-2,0,0,9,999999999,99,2,20020001,2,2,20020001,2,6,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,20020001,2,2,1,99,500,1,2,1,100,3,2,3,0,0,0,2,1,2,2,-2,11,0,-3,-3,-3,0,5,0,8,8031,803120000,2,5,2,2,2,1,2,2,2,1,2,2,2,45,2,2,2,8,8031,803120000,27,5,1,834,7,6,200,3,3,484,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,1989,0,0,-3,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20.32772042, , , , , , , , , , , , , , , , , , , , , , , 
