"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"1:578","El Salvador",1161,46,"La Paz",300046,173,"Rural","Área rural",1,1,"Región 2 (Central 1)",NA,NA,43,2,2,5,2,3,1,2,1,4,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,1,2,4,3,5,1,5,7,7,1,3,1,2,7,4,7,6,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,7,NA,3,3,NA,3,4,3,10,1,1,4,10,1,6,3,1,2,2,0,0,NA,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,1,1,4,2,2,3,2,NA,NA,NA,4,4,5,1,NA,1,1,1,1,1,0,0,0,1,1,0,1,0,4,2,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:579","El Salvador",1418,59,"San Miguel",300059,207,"Urbano","Ciudad pequeña",1,1,"Región 4 (Oriental)",NA,NA,72,2,2,3,2,3,2,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,4,NA,NA,4,1,1,6,7,2,4,6,6,7,7,6,5,7,3,7,6,7,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,7,6,7,7,2,NA,2,2,2,4,7,7,2,7,5,2,1,1,1,2,0,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,5,NA,2,2,3,2,NA,NA,NA,2,3,5,2,NA,1,1,0,0,0,0,0,1,1,0,0,1,0,6,2,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:580","El Salvador",1506,65,"La Unión",300065,218,"Urbano","Ciudad pequeña",1,1,"Región 4 (Oriental)",NA,NA,19,1,1,1,3,2,1,3,1,4,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,1,2,5,7,6,7,6,7,4,6,6,7,7,6,7,5,7,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,7,7,6,4,5,2,NA,2,2,2,7,1,4,8,9,5,3,1,1,2,2,0,0,NA,NA,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,1,1,3,NA,1,1,2,1,NA,NA,NA,0,2,2,2,NA,1,1,1,0,0,1,0,1,1,0,0,1,0,4,2,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:581","El Salvador",761,31,"San Salvador",300031,110,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,32,2,2,3,3,3,2,3,1,4,2,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,1,2,1,4,1,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,1,2,4,3,6,3,5,5,7,3,5,3,2,5,4,5,4,4,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,4,7,5,3,5,2,NA,3,3,3,9,9,9,9,10,7,8,1,1,1,2,0,0,NA,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,1,5,1,2,2,2,3,3,NA,NA,NA,0,NA,4,1,NA,1,1,1,0,0,0,0,1,0,0,0,1,0,6,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:582","El Salvador",925,35,"San Salvador",300035,140,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,48,2,3,3,3,3,2,NA,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,1,2,4,3,7,4,6,3,7,4,4,3,1,1,1,1,3,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,7,7,1,5,1,3,NA,4,4,3,2,2,2,6,6,6,2,1,1,1,1,0,0,NA,NA,NA,NA,0,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1,12,3,NA,2,2,4,3,NA,NA,NA,1,1,5,1,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:583","El Salvador",1480,63,"La Unión",300063,215,"Rural","Área rural",1,1,"Región 3 (Central 2)",NA,NA,24,1,2,5,1,2,2,4,4,4,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,4,3,3,5,6,4,5,6,7,7,7,5,6,4,4,6,4,7,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,6,7,6,2,6,1,NA,3,3,3,10,8,8,7,10,3,9,8,1,2,2,0,0,NA,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,4,1,5,1,4,2,1,4,3,NA,NA,NA,0,2,4,2,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:584","El Salvador",315,12,"Sonsonate",300012,44,"Rural","Área rural",1,1,"Región 1 (Occidental)",NA,NA,77,2,3,1,2,3,2,2,3,4,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,1,4,6,7,6,6,5,7,4,6,6,7,7,3,4,7,2,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,7,7,7,3,2,NA,3,3,1,1,10,1,7,5,5,5,10,1,1,2,0,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,1,7,NA,2,2,4,NA,NA,NA,NA,0,2,5,5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:585","El Salvador",1441,60,"Morazán",300060,210,"Rural","Área rural",1,1,"Región 4 (Oriental)",NA,NA,40,1,2,5,1,2,2,3,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,4,3,1,2,5,1,5,4,7,4,7,2,3,1,2,4,7,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,2,6,4,6,4,2,NA,3,4,3,4,2,6,6,9,4,3,5,1,1,2,0,0,NA,NA,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,4,1,12,1,4,2,2,2,2,NA,NA,NA,1,2,5,1,NA,0,0,1,0,0,0,1,1,0,0,0,1,1,6,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:586","El Salvador",437,19,"Sonsonate",300019,60,"Rural","Área rural",1,1,"Región 4 (Oriental)",NA,NA,55,1,2,NA,2,2,2,2,1,2,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,1,1,6,5,4,7,7,7,4,6,7,6,6,4,6,5,5,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,4,6,5,6,5,2,NA,2,3,3,5,8,6,7,5,6,7,6,9,2,2,0,0,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,2,1,2,5,NA,2,4,3,NA,NA,NA,5,2,5,2,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,3,NA,1,2010,NA,NA,NA,NA,NA
"1:587","El Salvador",216,8,"Santa Ana",300008,32,"Rural","Área rural",1,1,"Región 2 (Central 1)",NA,NA,24,1,2,4,3,3,2,2,3,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,4,NA,1,5,5,4,7,6,7,5,7,4,4,7,4,5,5,5,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,4,5,4,5,4,3,NA,3,3,3,5,5,5,5,5,5,6,5,1,1,2,0,0,NA,NA,0,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,1,1,4,2,2,3,3,NA,NA,NA,2,2,5,2,NA,1,0,1,0,1,0,0,1,1,0,0,1,0,4,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:588","El Salvador",1370,55,"San Miguel",300055,201,"Rural","Área rural",1,1,"Región 3 (Central 2)",NA,NA,65,2,1,5,2,2,2,3,1,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,3,3,3,3,2,4,3,5,6,3,4,5,4,5,4,5,4,4,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,5,6,4,6,3,2,NA,3,3,1,8,5,6,5,5,8,9,4,1,2,2,0,0,NA,NA,NA,NA,0,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,1,5,5,NA,2,2,2,2,NA,NA,NA,8,1,3,4,NA,0,0,1,0,0,0,0,1,0,0,0,1,0,5,2,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:589","El Salvador",1186,48,"Cabañas",300048,176,"Urbano","Ciudad mediana",1,1,"Región 2 (Central 1)",NA,NA,39,2,1,5,3,3,2,3,1,2,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,3,4,1,5,3,6,7,7,6,7,4,5,2,1,1,5,7,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,6,7,5,1,4,3,NA,3,4,4,1,1,1,4,2,5,4,1,1,1,1,0,0,NA,0,0,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1,5,1,4,1,1,3,3,NA,NA,NA,4,1,5,2,NA,1,0,1,0,0,0,0,1,1,0,0,1,0,3,1,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:590","El Salvador",1090,43,"San Salvador",300043,165,"Rural","Área rural",1,1,"Región 4 (Oriental)",NA,NA,44,1,2,5,1,2,2,3,1,3,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,3,2,2,3,4,2,4,7,7,4,4,1,3,1,3,6,1,4,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,7,7,6,1,1,3,NA,4,3,4,10,1,1,1,5,1,1,1,1,1,2,0,0,NA,NA,0,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,4,2,4,2,4,2,2,3,2,NA,NA,NA,7,2,5,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,3,NA,1,2010,NA,NA,NA,NA,NA
"1:591","El Salvador",1351,54,"San Miguel",300054,199,"Rural","Área rural",1,1,"Región 1 (Occidental)",NA,NA,20,2,1,5,3,2,2,2,3,3,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,3,2,2,4,3,2,5,7,4,3,NA,2,7,2,2,4,3,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,1,5,3,4,2,2,NA,2,4,3,1,1,6,5,7,4,3,2,1,2,2,0,0,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,3,1,1,5,NA,2,2,3,2,NA,NA,NA,1,1,5,2,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:592","El Salvador",779,32,"San Salvador",300032,113,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,68,2,2,5,2,2,2,3,1,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,1,3,NA,NA,2,3,3,4,5,4,3,4,7,5,5,5,4,7,3,5,5,4,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,6,5,4,5,2,NA,3,3,4,1,1,1,7,6,7,10,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3,2,1,6,NA,2,2,3,2,NA,NA,NA,1,1,5,1,NA,1,1,0,0,0,1,0,1,1,0,0,1,0,4,1,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:593","El Salvador",1100,43,"San Salvador",300043,166,"Rural","Área rural",1,1,"Región 4 (Oriental)",NA,NA,30,1,2,5,2,2,2,2,4,4,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,3,1,3,5,5,4,5,5,6,5,5,4,5,6,4,5,5,5,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,5,6,5,5,2,NA,3,3,3,7,4,4,5,7,6,6,2,2,2,2,0,0,NA,NA,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,3,1,1,1,4,2,2,2,2,NA,NA,NA,0,2,3,2,NA,1,1,1,0,0,0,0,1,1,0,0,1,0,7,1,3,3,NA,1,2010,NA,NA,NA,NA,NA
"1:594","El Salvador",164,6,"Santa Ana",300006,25,"Urbano","Ciudad grande",1,1,"Región 1 (Occidental)",NA,NA,46,2,2,3,2,2,2,4,1,4,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,3,1,NA,5,4,4,5,4,7,5,6,4,7,NA,5,7,5,6,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,5,4,4,5,4,1,NA,2,2,2,5,6,10,6,5,6,7,4,3,2,NA,0,0,NA,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1,1,2,5,NA,2,1,3,2,NA,NA,NA,2,1,5,4,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,3,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:595","El Salvador",551,25,"Chalatenango",300025,76,"Rural","Área rural",1,1,"Región 3 (Central 2)",NA,NA,40,2,2,NA,1,2,2,3,4,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,1,NA,3,4,5,5,6,4,6,5,5,3,3,1,1,3,5,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,6,1,2,1,1,NA,1,4,1,10,7,4,7,2,7,7,2,7,1,1,0,0,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,2,1,5,NA,2,2,4,2,NA,NA,NA,3,7,5,2,NA,0,0,1,0,0,0,0,0,1,0,0,1,0,6,1,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:596","El Salvador",667,31,"San Salvador",300031,93,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,57,1,2,5,2,1,2,3,4,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,4,1,3,3,2,3,6,7,7,5,5,3,4,6,3,5,4,2,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,3,6,5,5,3,2,NA,1,2,2,8,1,1,9,9,10,8,8,1,2,2,0,0,NA,NA,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,1,1,1,1,2,2,1,1,NA,NA,NA,0,2,5,1,NA,1,0,1,0,1,0,0,1,1,0,0,1,0,7,1,3,3,NA,1,2010,NA,NA,NA,NA,NA
"1:597","El Salvador",1124,44,"Cuscatlán",300044,169,"Rural","Área rural",1,1,"Región 2 (Central 1)",NA,NA,58,1,2,1,2,2,2,3,2,2,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,4,3,1,6,5,4,4,5,6,2,4,3,4,6,4,5,5,2,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,5,6,5,5,6,2,NA,2,2,3,7,1,8,7,8,5,4,2,1,1,2,0,0,NA,0,0,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,1,1,1,4,1,1,4,3,NA,NA,NA,10,3,5,1,NA,1,0,1,0,0,0,0,0,0,0,0,1,1,4,2,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:598","El Salvador",971,36,"San Salvador",300036,149,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,29,1,1,13,2,2,2,2,3,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,1,1,2,1,3,4,4,5,7,2,4,3,6,5,1,3,6,4,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,6,3,1,4,5,3,NA,3,3,4,5,1,2,4,3,4,5,1,1,2,1,0,0,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,3,1,2,3,NA,1,1,2,2,NA,NA,NA,2,NA,5,1,NA,1,1,1,0,0,0,0,1,0,0,0,1,1,6,2,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:599","El Salvador",571,28,"Chalatenango",300028,79,"Urbano","Ciudad mediana",1,1,"Región 3 (Central 2)",NA,NA,58,2,1,5,3,3,2,2,1,1,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,4,NA,NA,3,1,3,5,1,1,7,1,6,3,5,5,6,7,5,5,5,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,4,1,7,1,2,NA,4,4,4,4,6,6,6,6,5,6,5,6,2,2,0,0,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,6,NA,2,2,4,2,NA,NA,NA,2,1,5,1,NA,1,1,0,0,0,0,0,1,1,0,0,1,0,4,1,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:600","El Salvador",1310,54,"San Miguel",300054,192,"Urbano","Ciudad grande",1,1,"Región 1 (Occidental)",NA,NA,23,2,2,1,3,2,2,4,1,3,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,2,2,2,1,3,1,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,1,3,4,3,4,2,1,5,7,1,6,4,2,7,1,7,1,1,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,3,6,4,2,2,2,NA,4,4,3,9,3,5,6,9,1,2,1,1,2,2,0,0,NA,NA,0,NA,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,1,1,1,4,1,2,2,3,NA,NA,NA,3,2,4,1,NA,1,0,1,0,0,1,0,1,1,1,1,1,1,3,1,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:601","El Salvador",661,31,"San Salvador",300031,92,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,26,2,1,3,2,2,2,2,1,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,1,2,1,4,6,5,5,6,7,4,4,4,4,1,1,4,3,5,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,5,7,4,5,4,3,NA,4,4,3,9,6,1,6,5,8,3,1,1,1,2,0,0,NA,NA,NA,NA,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,1,1,5,4,NA,1,1,3,3,NA,NA,NA,1,2,2,4,NA,1,0,1,0,1,1,0,1,1,0,0,1,0,4,1,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:602","El Salvador",475,21,"Chalatenango",300021,66,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 1 (Occidental)",NA,NA,19,1,2,5,3,3,2,2,4,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,1,0,4,NA,NA,2,2,4,3,3,1,2,3,7,2,2,1,1,1,1,4,5,4,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,3,4,5,1,1,4,NA,3,4,2,5,1,10,5,4,1,1,1,1,1,2,0,0,NA,NA,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,2,2,5,1,4,2,1,3,2,NA,NA,NA,0,2,2,2,NA,1,1,1,1,0,0,0,1,1,0,0,1,0,5,2,3,3,NA,1,2010,NA,NA,NA,NA,NA
"1:603","El Salvador",999,38,"San Salvador",300038,153,"Urbano","Capital Nacional (área metropolitana)",1,1,"Región 2 (Central 1)",NA,NA,19,2,1,1,2,2,2,4,2,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,2,2,4,4,1,1,3,4,7,1,6,1,3,4,3,1,1,1,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,3,3,6,1,1,3,NA,3,2,4,5,1,5,1,7,5,5,1,5,2,2,0,0,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,3,1,2,5,NA,2,1,2,1,NA,NA,NA,0,NA,2,1,NA,0,0,1,1,0,0,0,1,1,0,0,1,0,3,1,4,3,NA,2,2010,NA,NA,NA,NA,NA
