"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","arm2","vic41","vic43","ico2","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b10a","b11","b43","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","mil1","b3milx","pr3e","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","mil7","pn4","w14a","e5","e15","e16","d1","d2","d3","d4","d5","d6","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","vic44","fear6f","vb1","vb2","vb10","pol1","vb20","for5","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4"
"1:2272","Honduras",1568,604,"Colón",NA,262,"Rural","Área rural",1,0.6158435,"Norte B",2,1976,35,1,2,4,3,2,1,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,NA,3,8,2,1,1,2,2,NA,2,2,0,0,NA,3,NA,NA,NA,4,3,4,5,4,3,3,2,7,3,2,4,2,7,4,3,NA,2,4,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,3,NA,5,5,4,4,4,NA,NA,NA,4,2,3,4,4,4,3,4,NA,2,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,2,1,2,1,NA,NA,NA,NA,NA,6,NA,1,2,5,1,4,2,2,3,2,NA,6,NA,4,2,5,1,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,NA,7,2,5,4,NA,1,2012,NA,NA,NA
"1:2273","Honduras",1190,1308,"Santa Bárbara",NA,199,"Rural","Área rural",1,0.8764808,"Occidental",3,1985,27,2,2,13,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,2,NA,2,1,1,2,2,NA,2,1,0,0,NA,2,NA,NA,4,2,3,3,4,3,5,3,5,7,3,3,NA,7,7,3,1,4,3,4,2,4,4,2,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,2,2,NA,4,2,4,4,2,4,NA,NA,4,5,5,4,4,3,4,3,NA,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2,1,2,3,2,NA,2,2,NA,NA,6,NA,2,1,2,5,NA,2,2,3,2,NA,6,NA,2,2,5,2,1,0,1,1,1,0,0,1,1,1,1,1,0,1,NA,4,1,6,4,NA,2,2012,NA,NA,NA
"1:2274","Honduras",134,1016,"Francisco Morazán",NA,23,"Urbano","Capital Nacional (área metropolitana)",1,0.9852856,"Central A",1,1990,22,2,1,1,2,2,2,2,NA,4,2,NA,NA,NA,NA,NA,2,3,4,4,3,4,2,NA,2,3,2,1,1,1,2,NA,1,1,1,0,NA,1,NA,NA,2,4,4,4,4,4,4,3,3,5,5,4,1,4,3,2,3,3,3,2,3,2,1,3,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,NA,3,3,5,4,1,2,NA,NA,3,3,2,1,2,2,10,1,NA,NA,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,2,2,1,2,2,NA,2,2,NA,NA,12,NA,2,1,1,4,NA,2,2,2,2,NA,4,NA,0,1,4,4,1,1,1,0,1,1,0,1,1,1,1,1,0,1,NA,2,1,2,4,NA,2,2012,NA,NA,NA
"1:2275","Honduras",265,209,"Comayagua",NA,45,"Rural","Área rural",1,1.044878,"Central B",3,1989,22,2,2,NA,2,2,2,2,NA,2,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,1,NA,2,NA,NA,2,2,NA,2,NA,0,0,NA,1,NA,NA,4,1,7,7,NA,NA,NA,NA,NA,7,7,NA,7,7,NA,7,7,7,7,7,7,NA,7,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,1,NA,NA,NA,7,3,2,2,NA,NA,NA,NA,5,NA,NA,NA,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,2,2,NA,NA,NA,NA,NA,0,1,2,2,1,1,1,2,2,3,2,NA,7,NA,0,2,5,5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,5,1,2,4,NA,2,2012,NA,NA,NA
"1:2276","Honduras",400,4014,"Cortés",NA,67,"Urbano","Ciudad grande",1,1.04373,"Norte A",1,1975,36,2,1,15,2,2,2,2,NA,2,1,2,2,1,1,1,2,1,4,3,4,2,3,NA,2,5,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,3,5,5,4,4,4,4,3,7,6,4,1,7,4,3,4,6,3,4,4,5,4,1,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,2,NA,7,7,7,6,7,7,NA,NA,9,1,2,5,10,9,8,1,NA,1,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,1,1,3,NA,NA,1,2,NA,NA,17,NA,2,1,1,1,1,2,2,2,3,NA,4,NA,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,2,1,6,4,NA,2,2012,NA,NA,NA
"1:2277","Honduras",486,40201,"Cortés",NA,81,"Urbano","Ciudad mediana",1,1.04373,"Norte A",1,1926,85,1,2,3,3,2,2,2,NA,2,1,2,2,2,2,2,1,1,1,1,4,NA,4,NA,2,1,2,1,1,1,2,NA,2,1,0,0,NA,2,NA,NA,2,2,4,1,3,1,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,2,1,4,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,3,1,4,3,2,2,NA,NA,4,3,1,2,1,3,2,1,NA,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,0,NA,1,1,2,4,4,NA,2,1,NA,NA,5,NA,2,1,5,6,NA,1,2,3,2,NA,5,NA,7,1,5,1,0,0,0,0,0,0,0,1,1,0,NA,0,0,0,NA,3,1,6,4,NA,1,2012,NA,NA,NA
"1:2278","Honduras",312,301,"La Paz",NA,52,"Urbano","Ciudad pequeña",1,0.8990247,"Central B",3,1989,22,2,1,13,2,2,1,2,NA,3,1,1,1,2,2,1,4,4,4,1,4,2,1,NA,2,4,2,2,2,1,2,NA,2,1,0,0,NA,2,NA,NA,1,1,5,3,4,4,5,3,3,2,2,4,3,4,4,4,3,2,2,4,2,2,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,4,NA,4,4,4,3,3,3,NA,NA,4,3,2,5,4,5,4,4,NA,2,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,3,3,NA,3,2,NA,NA,18,NA,5,1,5,3,NA,2,2,2,2,NA,5,NA,1,1,5,5,1,0,1,0,0,1,0,1,1,0,NA,1,0,1,NA,2,1,2,4,NA,2,2012,NA,NA,NA
"1:2279","Honduras",1575,701,"Yoro",NA,263,"Rural","Área rural",1,0.6158435,"Norte B",2,1959,53,1,3,NA,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,2,4,4,NA,4,NA,2,5,2,2,2,2,2,NA,2,2,1,1,NA,2,NA,NA,2,3,3,5,4,4,4,1,1,7,3,2,2,5,2,2,2,2,3,3,2,2,3,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,3,NA,7,7,1,1,1,7,2,1,5,1,1,5,2,1,1,1,1,2,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,1,2,2,4,1,NA,NA,NA,NA,NA,0,0,2,1,1,1,4,2,2,4,3,NA,8,NA,7,2,5,3,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,NA,7,2,3,4,NA,1,2012,NA,NA,NA
"1:2280","Honduras",814,702,"Yoro",NA,136,"Urbano","Ciudad mediana",1,1.161738,"Norte B",3,1992,19,1,1,9,3,1,2,2,NA,5,2,NA,NA,NA,NA,NA,3,4,2,4,4,NA,4,NA,NA,1,2,NA,NA,2,2,NA,2,2,1,1,NA,4,NA,NA,4,4,5,7,1,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,1,1,7,7,7,NA,NA,NA,1,1,1,10,10,10,1,NA,1,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,12,NA,5,1,12,1,4,2,2,1,3,NA,7,NA,NA,2,5,1,0,0,1,0,0,0,0,1,1,0,NA,1,0,0,NA,6,1,7,4,NA,1,2012,NA,NA,NA
"1:2281","Honduras",329,4011,"Cortés",NA,55,"Urbano","Ciudad grande",1,1.04373,"Norte A",1,1956,55,1,3,NA,2,3,2,2,NA,3,1,2,2,1,2,1,4,4,4,NA,1,NA,4,NA,4,6,2,2,2,2,1,NA,2,2,0,0,NA,3,NA,NA,2,3,4,5,4,6,4,5,6,5,4,4,6,5,3,6,4,3,4,3,4,4,5,5,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,2,NA,4,4,4,3,4,5,2,2,5,5,6,4,5,6,3,5,4,2,NA,1,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,NA,NA,NA,NA,0,1,2,1,1,1,5,2,1,4,3,NA,4,NA,1,3,4,1,1,0,1,1,1,1,1,1,1,0,NA,1,1,1,NA,3,1,4,4,NA,1,2012,NA,NA,NA
"1:2282","Honduras",1571,604,"Colón",NA,262,"Rural","Área rural",1,0.6158435,"Norte B",2,1974,38,2,3,NA,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,1,2,4,4,4,4,NA,3,5,2,2,NA,NA,1,1,2,NA,1,1,NA,4,NA,NA,2,4,3,3,2,3,2,1,1,7,1,2,1,4,4,4,1,2,2,1,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,3,NA,7,7,NA,1,1,NA,NA,1,3,NA,1,NA,NA,NA,1,1,1,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,1,4,1,NA,NA,NA,NA,NA,7,0,1,1,1,1,4,2,2,4,3,NA,3,NA,2,2,5,5,0,0,1,0,0,0,0,1,0,0,NA,1,0,1,NA,7,2,3,4,NA,2,2012,NA,NA,NA
"1:2283","Honduras",1498,2108,"Choluteca",NA,250,"Rural","Área rural",1,0.8930265,"Sur",3,1969,43,2,2,3,2,3,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,NA,1,NA,2,1,1,2,2,NA,NA,2,0,0,NA,1,NA,NA,4,2,4,1,4,6,6,6,6,7,6,5,4,3,7,3,2,5,3,4,2,2,3,3,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2,2,NA,5,5,7,1,1,7,NA,NA,10,10,1,5,10,6,6,1,NA,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,NA,NA,NA,1,NA,NA,5,NA,2,1,5,5,NA,1,2,3,2,NA,6,NA,3,2,NA,3,1,0,1,1,0,1,0,1,0,0,NA,1,0,0,NA,6,1,6,4,NA,2,2012,NA,NA,NA
"1:2284","Honduras",217,201,"Comayagua",NA,37,"Rural","Área rural",1,0.571308,"Central B",2,1978,33,1,4,NA,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,2,1,4,4,4,NA,4,NA,2,NA,2,1,NA,2,2,NA,2,2,0,0,NA,1,NA,NA,4,NA,NA,7,1,7,7,1,NA,1,5,1,5,5,4,1,6,1,5,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4,NA,4,7,5,1,NA,7,3,2,NA,1,3,NA,NA,NA,NA,1,1,2,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,3,NA,NA,NA,NA,NA,6,0,2,1,1,1,4,2,2,4,3,NA,6,NA,3,3,5,5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,5,1,2,4,NA,1,2012,NA,NA,NA
"1:2285","Honduras",832,7031,"Yoro",NA,139,"Urbano","Ciudad grande",1,0.9847718,"Norte B",1,1971,40,2,3,4,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,2,6,2,1,1,1,1,2,1,1,1,1,NA,1,NA,NA,3,1,4,3,1,2,2,4,5,3,2,4,5,6,2,3,2,4,2,1,4,5,2,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,4,NA,1,4,2,6,4,4,NA,NA,4,7,2,1,8,8,8,7,NA,2,NA,NA,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,1,2,3,3,NA,4,1,NA,NA,0,NA,2,1,2,5,NA,2,1,3,2,NA,6,NA,8,NA,5,NA,1,0,1,2,0,0,0,1,1,0,NA,1,0,1,NA,4,1,5,4,NA,2,2012,NA,NA,NA
"1:2286","Honduras",1532,406,"Cortés",NA,256,"Rural","Área rural",1,0.6671109,"Norte A",2,1980,31,1,3,18,2,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,3,2,3,4,4,NA,4,NA,3,1,2,1,1,NA,1,1,1,1,0,NA,NA,1,NA,NA,2,2,1,4,2,1,1,4,1,7,3,1,4,7,7,2,NA,1,1,7,1,4,3,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,4,3,NA,1,1,1,1,2,1,NA,NA,2,1,10,1,1,1,10,1,NA,2,0,1,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,4,NA,NA,NA,NA,NA,8,NA,3,3,5,1,5,2,2,2,2,NA,4,NA,0,1,5,1,0,0,0,0,1,0,1,1,1,0,NA,1,0,0,NA,3,1,7,4,NA,1,2012,NA,NA,NA
"1:2287","Honduras",31,1012,"Francisco Morazán",NA,6,"Urbano","Capital Nacional (área metropolitana)",1,0.9852856,"Central A",1,NA,28,1,1,NA,3,3,2,1,NA,3,NA,NA,NA,NA,NA,NA,3,1,3,2,2,NA,2,NA,2,7,1,2,2,2,1,NA,NA,2,1,0,NA,2,NA,NA,1,3,6,7,7,4,6,3,6,5,4,4,5,5,4,5,5,5,4,5,4,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,3,3,2,NA,4,5,4,3,5,4,2,2,NA,5,4,6,5,4,5,5,6,1,1,1,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,NA,3,2,2,4,2,NA,NA,NA,NA,NA,3,1,3,2,7,3,NA,1,NA,2,2,NA,NA,NA,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,NA,1,1,4,4,NA,1,2012,NA,NA,NA
"1:2288","Honduras",100,1015,"Francisco Morazán",NA,17,"Urbano","Capital Nacional (área metropolitana)",1,0.9852856,"Central A",1,1977,34,1,NA,17,2,2,2,2,NA,4,1,2,2,1,2,2,4,NA,1,NA,4,NA,4,NA,3,2,2,1,1,2,2,NA,NA,1,0,0,NA,3,NA,NA,1,2,5,1,1,2,4,5,1,2,7,1,1,1,2,2,1,4,5,1,3,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,2,3,NA,1,3,3,2,1,5,NA,NA,4,2,4,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,1,NA,3,NA,3,2,NA,NA,7,NA,NA,NA,5,NA,NA,NA,2,3,NA,NA,1,NA,3,2,4,1,1,0,1,0,0,1,0,1,0,0,NA,1,0,0,NA,3,1,5,4,NA,1,2012,NA,NA,NA
"1:2289","Honduras",654,503,"Atlántida",NA,109,"Urbano","Ciudad mediana",1,1.493915,"Norte B",2,1993,18,1,1,59,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,NA,NA,1,2,1,1,2,2,NA,1,1,0,0,NA,1,NA,NA,4,NA,5,4,4,1,7,4,1,7,4,1,1,7,7,7,1,7,1,1,1,1,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,3,4,NA,1,7,7,1,5,7,NA,NA,1,1,10,1,10,1,10,10,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,2,3,NA,1,1,NA,NA,12,NA,1,1,1,4,NA,1,1,1,2,NA,6,NA,0,1,1,3,1,0,1,0,1,1,1,1,1,1,1,1,0,1,NA,2,1,7,4,NA,1,2012,NA,NA,NA
"1:2290","Honduras",575,407,"Cortés",NA,96,"Rural","Área rural",1,0.6671109,"Norte A",2,1991,20,1,1,NA,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,4,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,0,NA,2,NA,NA,2,2,5,4,4,4,5,2,3,4,3,3,4,4,6,1,1,3,5,5,4,4,5,5,5,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,4,6,4,4,3,4,1,1,3,6,4,4,5,NA,5,5,5,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,NA,NA,NA,NA,4,4,4,NA,1,2,4,2,2,3,2,NA,NA,NA,0,2,5,4,1,0,1,0,0,1,0,1,1,1,0,1,0,1,NA,6,1,2,4,NA,1,2012,NA,NA,NA
"1:2291","Honduras",494,40202,"Cortés",NA,83,"Rural","Área rural",1,0.57728,"Norte A",1,1984,27,2,1,5,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,1,10,2,1,1,2,2,NA,2,1,1,0,NA,2,NA,NA,3,2,5,3,3,3,7,3,3,7,3,3,1,7,7,3,3,3,3,3,3,3,3,3,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,2,2,NA,7,7,7,5,5,7,NA,NA,6,1,1,5,5,5,5,7,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,4,2,NA,NA,12,NA,2,1,5,1,2,2,2,1,NA,NA,10,NA,1,1,5,4,1,0,1,0,0,0,0,0,0,0,NA,1,1,0,NA,3,2,5,4,NA,2,2012,NA,NA,NA
"1:2292","Honduras",1050,906,"Copán",NA,175,"Rural","Área rural",1,0.8764808,"Occidental",3,1961,50,2,2,13,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,2,2,4,4,4,4,4,NA,2,6,2,2,2,2,2,NA,2,2,0,0,NA,2,NA,NA,2,2,4,4,3,4,4,4,2,7,3,4,1,7,1,4,3,3,3,5,3,4,4,4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,2,3,NA,4,4,5,4,3,3,NA,NA,3,4,4,4,3,3,5,4,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,1,NA,2,2,NA,NA,6,NA,1,1,1,5,NA,2,2,4,3,NA,4,NA,1,1,5,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,NA,3,1,6,4,NA,2,2012,NA,NA,NA
"1:2293","Honduras",1355,1902,"Olancho",NA,226,"Urbano","Ciudad mediana",1,1.122898,"Oriental A",2,1942,69,1,1,NA,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,1,1,4,4,4,NA,4,NA,1,1,2,2,2,2,2,NA,NA,1,0,0,NA,1,NA,NA,4,3,4,3,3,3,5,4,3,7,5,1,1,7,1,1,1,4,2,2,2,4,1,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,7,7,7,NA,4,7,2,1,6,2,7,4,3,NA,5,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,2,2,3,NA,NA,NA,NA,NA,0,0,1,1,1,2,4,2,2,2,2,NA,6,NA,8,2,5,5,1,1,1,3,0,1,1,1,1,1,1,1,1,1,NA,7,1,6,4,NA,1,2012,NA,NA,NA
"1:2294","Honduras",699,504,"Atlántida",NA,117,"Urbano","Ciudad mediana",1,0.9847718,"Norte B",1,1991,20,2,2,NA,3,NA,2,2,NA,5,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,2,NA,2,2,2,2,1,NA,2,1,0,0,NA,4,NA,NA,4,4,1,1,1,1,1,1,1,7,4,1,1,4,4,1,1,1,1,1,1,1,1,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,NA,1,1,7,1,7,1,3,2,1,1,10,1,1,1,1,5,1,2,0,0,0,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,0,NA,2,2,NA,4,4,NA,NA,NA,NA,NA,5,1,5,2,4,7,NA,2,2,1,3,NA,8,NA,0,2,5,5,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,NA,4,1,7,4,NA,2,2012,NA,NA,NA
"1:2295","Honduras",274,209,"Comayagua",NA,46,"Rural","Área rural",1,1.044878,"Central B",3,1977,34,1,2,3,3,2,2,2,NA,2,1,1,2,1,1,1,4,3,2,4,4,NA,4,NA,1,NA,2,1,1,2,2,NA,2,1,0,0,NA,3,NA,NA,4,3,4,3,4,1,3,1,1,7,4,3,5,5,5,1,2,5,5,3,3,2,1,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,1,NA,1,5,3,4,4,7,NA,NA,4,3,1,4,4,5,3,1,NA,1,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,3,NA,3,2,NA,NA,11,NA,2,2,5,1,4,2,2,3,2,NA,4,NA,0,2,4,2,1,0,0,0,0,1,0,1,0,0,NA,1,0,1,NA,5,1,4,4,NA,1,2012,NA,NA,NA
"1:2296","Honduras",865,7033,"Yoro",NA,145,"Urbano","Ciudad grande",1,0.9847718,"Norte B",1,1940,71,1,2,NA,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,4,3,4,NA,4,NA,2,NA,2,2,2,2,2,NA,2,1,0,0,NA,2,NA,NA,1,2,4,4,4,4,4,4,4,7,6,5,3,7,7,4,2,5,4,3,3,3,3,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,2,NA,NA,3,4,3,3,7,3,2,6,1,4,4,4,5,5,NA,1,2,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,2,2,2,3,NA,NA,NA,NA,NA,NA,1,0,4,2,1,5,NA,1,2,3,3,NA,7,NA,7,2,5,1,1,0,0,0,0,0,0,1,0,0,NA,1,0,0,NA,5,1,3,4,NA,1,2012,NA,NA,NA
"1:2297","Honduras",136,1016,"Francisco Morazán",NA,23,"Urbano","Capital Nacional (área metropolitana)",1,0.9852856,"Central A",1,1975,36,1,1,4,3,NA,2,2,NA,2,1,2,2,2,2,1,4,1,4,2,4,NA,2,NA,2,5,2,2,2,2,1,2,2,1,1,0,NA,2,NA,NA,4,4,3,3,2,1,3,4,2,7,5,3,2,7,6,3,2,3,3,2,2,3,1,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,3,NA,4,7,5,4,6,7,NA,NA,4,6,4,5,6,4,4,1,NA,1,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,2,3,NA,2,2,NA,NA,18,NA,3,1,1,1,2,2,1,1,1,NA,2,NA,1,2,3,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,5,1,4,4,NA,1,2012,NA,NA,NA
"1:2298","Honduras",1692,2107,"Choluteca",NA,282,"Rural","Área rural",1,0.8930265,"Sur",3,1942,69,2,1,5,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,4,4,4,4,4,NA,1,NA,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,3,NA,3,NA,NA,NA,3,NA,7,NA,NA,4,7,3,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,2,2,NA,NA,7,NA,1,1,7,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,0,NA,5,1,1,5,NA,2,2,4,3,NA,9,NA,6,2,5,2,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,NA,4,1,5,4,NA,2,2012,NA,NA,NA
"1:2299","Honduras",1376,4082,"Gracias a Dios",NA,230,"Rural","Área rural",1,0.986648,"Norte C + Oriental B",3,1954,57,2,1,3,3,3,2,2,NA,4,1,2,2,2,1,2,4,1,1,4,4,4,4,NA,2,5,2,2,2,2,2,NA,2,2,0,0,NA,3,NA,NA,4,3,5,4,4,3,2,3,3,7,5,4,3,5,4,3,3,5,4,3,2,1,2,1,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,4,4,NA,7,7,NA,1,5,7,NA,NA,8,5,3,3,10,6,5,8,NA,2,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,1,1,1,1,3,NA,NA,2,NA,NA,6,NA,1,1,2,5,NA,2,2,2,2,NA,9,NA,7,2,5,1,1,0,1,0,0,0,0,0,0,0,NA,1,0,0,NA,3,2,7,4,NA,2,2012,NA,NA,NA
