folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19e1,p19l1,p19u1,p19e2,p19l2,p19u2,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27c,p27u,p27_1,p28,p28_1c,p28_1u,p28_1_1,p28_2,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
1105,2016,1,181603,1,1,1,1,22,1,3,3,-1,2,2,2,2,-1,1,1,-1,3,1,1,1,1,5,1,2,-2,2,2,1,2,2,1,1,19,1904,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705016,6,2,-2,1,10000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280220001,2,97,999999997,97,28,280220001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,1,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,2,1,3,1000,3,1,1,500,3,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,-2,5,1,3,-4,5,0,5,48,48215,4821545384,4,2,2,2,2,2,2,2,2,8,2,2,2,2,48,48215,4821545384,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,3,2016,0,0,-3,1,-3,-3,1,14.85960145
1106,2016,1,181603,1,1,1,1,24,1,6,1,1,2,2,2,2,-1,5,1,-1,11,1,1,1,1,1,1,2,-2,2,2,2,2,2,1,1,21,2102,98,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,3,2,-2,1,5000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,30,301930001,2,26,260040001,1,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,8,2,1,3,18000,1,1,1,5000,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,4,4019,401977000,3,2,2,2,2,2,2,2,2,17,2,1,1,2,4,4019,401977000,17,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,14.85960145
1107,2016,1,181603,1,1,1,1,22,1,3,3,-1,2,2,2,2,-1,6,2,2,8,8,2,1,0,5,0,-1,-1,2,2,2,2,2,1,1,20,2006,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705015,4,2,-2,1,62000,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,27,270160001,2,28,280270001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,1,1,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280270001,4,2,1,6,62000,1,1,1,62000,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,40,0,-3,-3,-3,0,30,48,48479,4847941464,4,2,2,2,2,1,2,2,2,22,2,1,1,2,48,48479,4847941464,22,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,14.85960145
1108,2016,1,181603,1,1,1,1,38,1,3,2,-1,2,2,2,2,-1,1,1,-1,5,1,1,0,1,5,1,2,-2,2,2,2,2,2,1,1,20,2001,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1705015,0,2,-2,2,-2,-2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,26,260700001,1,8,80190001,2,26,260700001,1,45,2,2,2,-2,-2,-2,-2,-2,-2,2,1,1,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260700001,6,2,1,4,10000,1,1,1,50000,1,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,0,-2,-2,-2,-2,-2,-2,4,4013,401355000,3,4,1,2,2,2,2,2,2,15,2,1,1,2,4,4013,401355000,15,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,12,2015,0,0,-3,1,-3,-3,1,14.85960145
1109,2016,1,181603,1,1,1,1,28,1,3,3,-1,2,2,2,2,-1,5,1,-1,7,2,1,1,1,1,1,2,-2,3,2,2,2,2,1,1,9,901,99,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,815,2,2,2,2,2,2,2,2,2,8,7,3500,1,5,314,2,1,1312047,3,2,-2,1,10000,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,9,999999999,99,26,260040001,1,26,260040001,1,35,4,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,8,2,1,2,17500,1,2,1,7500,1,5,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,1,2,-2,2,-2,24,2,3,-4,5,0,12,4,4013,401355000,6,3,2,1,2,2,2,2,2,8,2,1,2,2,4,4013,401355000,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,3,2016,0,0,-3,1,-3,-3,1,14.85960145
1110,2016,1,181603,1,1,1,1,18,1,3,1,1,1,2,2,2,-1,6,2,2,7,1,2,1,0,1,0,-1,-1,2,2,1,2,2,1,1,16,1608,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,0,2,-2,1,50000,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,30,301930001,2,26,260040001,1,44,2,2,2,-2,-2,-2,-2,-2,-2,2,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,16,2,1,3,35000,1,1,1,35000,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,0,-2,-2,-2,-2,-2,-2,4,4019,401977000,6,3,2,2,2,2,2,2,2,8,2,1,1,2,4,4019,401977000,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,14.85960145
1111,2016,1,181603,1,1,1,2,30,1,1,1,1,2,2,2,2,-1,5,1,-1,4,2,1,5,3,3,1,2,-2,1,2,2,2,2,1,1,22,2203,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,4,2,-2,1,7000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,999999999,99,26,260040001,1,26,260040001,1,2,4,2,2,-2,-2,-2,-2,-2,-2,1,2,1,2,1,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260600044,15,2,1,2,98000,1,1,1,36000,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,-2,2,-2,14,0,-3,-3,-3,0,13,97,99997,9999999997,4,2,2,2,2,2,2,2,2,2,4,1,1,1,4,4021,402122360,2,4,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,9.815723591
1112,2016,1,181603,1,1,1,2,25,1,3,3,-1,1,1,2,2,-1,5,2,1,2,1,2,3,1,5,0,-1,-1,2,2,2,2,2,1,1,7,705,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,0,2,-2,1,70000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260430001,2,30,301930001,2,26,260430001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260430001,5,2,1,2,13000,1,1,1,13000,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,2,2,-2,2,0,-3,-3,-3,1,2,4,4019,401977000,6,4,1,2,2,2,2,2,2,7,2,1,1,2,4,4019,401977000,7,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,9.815723591
1113,2016,1,181603,1,1,1,2,44,1,1,1,1,2,2,2,2,-1,6,1,-1,4,1,1,1,0,5,1,2,-2,2,2,2,2,2,1,1,17,1734,99,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705015,6,2,-2,1,6000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,21,211140001,2,97,999999997,97,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,2,2,1,3,6000,3,2,1,6000,3,6,1,2,1,2,2,2,2,2,2,1,2,2,2,2,0,2,97,2,2,-2,30,0,-3,-3,-3,0,12,4,4019,401977000,6,2,2,2,2,2,2,2,2,22,2,1,1,2,4,4019,401977000,22,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,9.815723591
1114,2016,1,181603,1,1,1,2,20,1,3,3,-1,2,2,2,2,-1,6,2,3,6,2,1,1,0,1,0,-1,-1,2,2,2,2,2,1,1,12,1210,1,-2,-2,-2,-2,-2,-2,-2,555,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1209084,3,2,-2,1,5500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,99,999999999,99,26,260040001,1,1,4,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,8,2,1,8,1500,3,1,1,1500,3,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-2,5,0,-3,-3,-3,0,5,4,99997,9999999997,6,3,2,2,2,2,2,2,2,8,2,1,1,2,4,99997,9999999997,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,9.815723591
1115,2016,1,181603,1,1,1,1,27,1,1,1,2,2,2,2,2,-1,6,2,2,5,5,2,1,0,1,0,-1,-1,2,2,2,2,2,1,1,12,1215,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,9999999,4,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260040001,1,97,999999997,97,26,260040001,1,5,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,5,1,2,-3,99999,99,2,99,99999,99,6,99,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,-2,3,0,-3,-3,-3,0,3,97,99997,9999999997,4,2,2,2,2,2,2,2,2,3,4,1,1,2,97,99997,9999999997,3,4,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,12,2015,0,0,-3,1,-3,-3,1,14.85960145
1117,2016,1,181603,1,1,1,1,27,1,1,1,1,2,2,2,2,-1,6,1,-1,1,-1,-1,1,0,1,0,-1,-1,2,2,2,2,2,1,1,22,2208,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,9,999999999,99,26,260040001,1,10,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,3,2,1,2,1500,3,1,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-2,7,0,-3,-3,-3,0,7,97,99997,9999999997,5,2,2,2,2,2,2,2,2,45,2,2,1,2,97,99997,9999999997,45,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2015,2,2016,0,0,-3,2,2,2,1,14.85960145
1119,2016,1,181603,1,1,1,1,21,1,6,1,1,2,2,2,2,-1,6,2,2,6,2,2,1,0,0,0,-1,-1,3,2,1,2,2,1,1,21,2101,1,-2,-2,-2,-2,-2,-2,-2,555,5,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1305024,3,2,-2,1,50000,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,28,280320001,2,30,301930001,2,28,280320001,2,22,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,6,2,1,3,25000,1,1,1,50000,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-2,12,0,-3,-3,-3,0,12,48,48201,4820135000,6,3,2,2,2,2,2,2,2,8,2,2,2,2,48,48201,4820135000,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,14.85960145
1120,2016,1,181603,1,1,1,1,18,1,2,2,-1,2,2,2,2,-1,6,2,2,5,2,2,5,0,1,0,-1,-1,3,2,2,2,2,1,1,10,1006,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,0,2,-2,97,99997,97,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,24,240130001,2,28,280220001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,14,2,1,3,99997,97,2,1,99997,97,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,17,0,-3,-3,-3,0,17,48,48061,4806110768,6,2,2,2,2,2,2,2,2,4,2,2,2,2,48,48061,4806110768,4,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,14.85960145
1121,2016,1,181603,1,1,1,1,34,1,2,1,1,1,1,2,2,-1,1,1,-1,6,1,1,1,1,5,1,2,-2,3,2,2,2,2,1,1,12,1223,99,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1215013,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,200670001,2,9,999999999,99,26,260040001,1,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,25,2,1,4,12000,1,1,1,1500,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-2,7,0,-3,-3,-3,0,7,4,99997,9999999997,6,2,2,2,2,2,2,2,2,25,2,2,2,2,4,99997,9999999997,25,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,14.85960145
1122,2016,1,181603,1,1,1,2,22,1,3,3,-1,2,2,2,2,-1,6,2,2,9,4,2,1,0,1,0,-1,-1,2,2,2,2,2,1,1,12,1215,1,-2,-2,-2,-2,-2,-2,-2,555,5,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1215013,0,2,-2,1,14000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,260300001,2,30,301930001,2,26,260040001,1,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,8,2,1,4,14000,1,1,1,1600,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-2,6,0,-3,-3,-3,0,6,4,99997,9999999997,6,2,2,2,2,2,2,2,2,8,2,2,2,2,4,99997,9999999997,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,2,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,9.815723591
1123,2016,1,181603,1,1,1,1,21,1,3,3,-1,2,2,2,2,-1,6,2,2,6,2,2,1,0,5,0,-1,-1,2,2,2,2,2,1,1,20,2007,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,0,2,-2,1,60000,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,17,170070001,2,14,140390001,2,26,260040001,1,51,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,15,2,1,4,40000,1,1,1,60000,1,6,1,2,2,2,2,2,2,2,2,1,2,1,2,2,0,2,1,1,2,-2,15,0,-3,-3,-3,0,15,4,99999,9999999999,6,3,1,2,2,2,2,2,2,8,2,1,1,2,4,99999,9999999999,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,14.85960145
1124,2016,1,181603,1,1,1,1,21,1,2,2,-1,2,2,2,2,-1,6,2,2,8,4,2,1,0,5,0,-1,-1,2,2,2,2,2,1,1,9,923,99,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,40000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,220140001,2,7,71010001,2,26,260040001,1,7,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260040001,4,2,1,4,15000,1,1,1,45000,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-2,6,0,-3,-3,-3,0,6,4,99997,9999999997,6,3,2,2,2,2,2,2,2,8,2,1,1,2,4,99997,9999999997,8,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,14.85960145
1125,2016,1,181603,1,1,1,1,19,1,6,1,1,1,1,2,2,-1,6,2,2,8,2,2,1,0,1,0,-1,-1,2,2,2,2,2,1,1,12,1205,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1305024,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70780001,2,21,211140001,2,26,999999997,97,998,98,98,98,98,99998,999999998,98,998,998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,999999998,998,98,98,98,99998,98,98,98,99998,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99998,9999999998,98,98,98,98,98,98,98,98,98,998,98,98,98,98,98,99998,9999999998,998,98,98,998,98,98,99998,98,98,998,98,98,98,98,98,98,98,98,98,99998,98,98,98,998,9998,9998,98,98,98,98,9998,98,9998,98,98,98,98,98,98,1,14.85960145
1127,2016,1,221603,1,1,1,1,19,1,2,3,-1,2,2,2,2,-1,6,2,2,5,1,1,1,0,5,0,-1,-1,2,2,2,2,2,1,1,17,1712,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,712,1,2,2,1,1,2,2,2,2,9,6,700,1,3,237,2,1,1705015,6,2,-2,1,30000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,270040001,2,19,190390001,2,28,280270001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280270001,5,2,1,3,30000,1,1,1,30000,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,8,0,-3,-3,-3,0,5,48,48479,4847941464,4,2,2,2,2,2,2,2,2,7,2,2,2,2,48,48479,4847941464,7,2,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,18.29558483
1128,2016,1,221603,1,1,1,1,23,1,0,0,1,1,1,2,2,-1,5,1,-1,3,1,1,1,1,1,1,2,-2,2,2,2,2,2,1,1,7,706,98,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1217001,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,99,999999999,99,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,4,2,1,2,5000,2,1,1,1000,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-2,2,-2,5,0,-3,-3,-3,0,5,48,48215,4821545384,5,2,2,2,2,2,2,2,2,6,2,2,2,2,48,48215,4821545384,6,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,0,-2,-2,-2,-2,1,-3,-3,3,2016,0,0,-3,1,-3,-3,1,18.29558483
