"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"2:1087","Guatemala",99,1319,"Huehuetenango",201319,120,"Urban","Small City",1,1,"Noroccidente",3,37,1,2,1,23,3,2,1,1,2,2,1,2,NA,1,6,2,NA,2,NA,2,1,1,2,1,0,4,2,1,1,2,3,6,5,4,7,7,5,5,3,3,2,2,7,6,4,6,5,6,6,3,4,4,3,3,3,4,2,4,4,5,2,3,1,10,1,2,10,2,10,10,1,2,0,0,0,0,0,NA,0,0,0,1,3,1,2,1,1,1,2,NA,4,NA,2,2,2,1,2,1,4,NA,3,2,2,NA,0,3,1,5,1,1,1,2,3,1,2,5,3,3,3,2,1,1,0,1,2,0,1,0,1,1,1,0,1,1,1,7,2,3,4,1,2016,"2017-04-06",1,1
"2:1088","Guatemala",260,2201,"Jutiapa",202201,242,"Urban","Medium City",1,1,"Sur",2,25,2,2,1,18,3,1,1,4,1,2,3,4,1,4,5,2,NA,NA,1,2,2,NA,2,1,1,4,2,2,1,4,4,6,5,2,7,7,5,4,3,2,1,4,2,1,6,4,5,3,3,1,3,5,4,4,3,4,7,7,6,7,5,4,2,9,4,5,10,7,2,9,1,2,1,0,0,0,0,NA,NA,1,0,1,3,1,2,1,1,1,2,3,4,4,3,1,3,1,4,1,2,3,4,2,2,15,1,2,1,7,1,3,2,2,4,1,1,4,2,2,2,3,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,6,1,4,4,2,2016,"2017-03-20",1,1
"2:1089","Guatemala",236,10103,"Guatemala",200101,10,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,30,1,2,2,5,2,2,2,3,4,4,4,4,NA,3,8,2,NA,NA,NA,2,1,2,1,1,1,3,2,2,1,4,2,5,2,2,6,7,2,1,1,1,1,1,2,1,2,2,3,2,3,1,4,4,3,3,3,3,1,5,2,1,5,3,NA,4,5,7,5,3,5,10,10,2,1,0,1,0,0,NA,NA,NA,0,1,3,1,1,1,1,1,2,1,3,3,1,2,1,2,5,1,3,NA,3,2,2,13,4,5,3,4,NA,NA,2,1,2,2,3,5,1,1,7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,4,1,2016,"2017-03-20",1,1
"2:1090","Guatemala",1339,509,"Escuintla",200509,195,"Urban","Small City",1,1,"Sur",3,34,2,2,2,1,2,3,2,5,3,1,4,4,3,2,1,2,NA,NA,NA,2,1,1,2,1,0,4,2,1,2,4,3,1,2,3,4,7,NA,7,1,1,2,1,3,NA,4,3,3,NA,NA,2,3,3,3,2,4,4,3,7,3,1,NA,3,2,4,10,5,7,6,5,9,1,2,0,0,0,NA,NA,NA,NA,0,0,2,NA,NA,1,1,1,1,2,4,3,1,NA,1,2,2,NA,1,NA,NA,NA,2,2,6,2,3,1,1,5,NA,2,2,2,1,3,6,2,4,NA,2,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,4,2,4,4,2,2016,"2017-03-09",NA,3
"2:1091","Guatemala",569,101,"Quetzaltenango",200918,265,"Urban","Small City",1,1,"Noroccidente",3,31,2,2,1,1,3,3,2,3,1,2,4,4,4,3,5,2,NA,2,NA,2,2,NA,2,0,0,2,3,3,4,4,3,4,4,6,5,6,4,6,5,4,5,5,5,2,5,5,6,5,4,4,3,3,4,1,3,3,4,2,4,2,4,3,2,1,1,6,5,5,4,1,2,2,0,0,0,NA,0,NA,0,1,0,2,NA,2,1,1,1,1,2,4,3,1,1,2,3,2,NA,1,2,4,4,2,2,8,1,1,1,5,1,4,2,2,3,3,2,5,3,3,3,5,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,5,1,7,4,2,2016,"2017-05-13",1,1
"2:1092","Guatemala",564,10104,"Guatemala",200101,16,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,26,2,2,1,5,1,1,2,2,1,4,4,4,4,3,5,2,NA,2,NA,2,1,3,2,0,0,4,1,3,2,4,4,7,3,5,7,7,6,7,4,3,1,7,NA,4,5,4,5,4,7,1,2,3,3,NA,NA,4,3,1,3,4,6,3,2,1,1,5,5,1,1,1,1,2,0,0,0,NA,NA,NA,NA,0,0,1,2,2,1,1,1,1,2,4,2,3,1,2,2,2,11,4,NA,NA,4,2,2,12,NA,2,1,5,5,NA,2,2,3,2,2,6,2,2,2,1,3,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,4,4,2,2016,"2017-02-18",NA,1
"2:1093","Guatemala",1425,11501,"Guatemala",200115,49,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,47,2,2,4,57,1,2,2,2,2,4,4,4,2,3,5,2,NA,2,NA,2,2,NA,2,1,0,3,3,2,3,4,4,6,5,5,7,7,4,6,4,4,5,7,6,4,5,5,3,4,5,4,5,2,3,2,2,4,6,7,3,4,5,2,1,1,1,6,3,5,3,2,1,2,0,0,0,NA,NA,NA,NA,NA,1,1,2,2,2,1,1,1,2,3,2,1,3,1,3,1,7,1,2,2,3,2,2,6,1,1,1,5,5,NA,2,2,1,1,2,3,1,3,2,2,1,0,NA,1,0,0,0,0,1,1,0,0,1,1,1,5,2,4,4,2,2016,"2017-03-07",2,2
"2:1094","Guatemala",1304,2102,"Jalapa",202102,237,"Urban","Small City",1,1,"Sur",3,53,1,2,1,4,1,3,2,3,4,4,4,3,NA,1,1,2,NA,NA,1,1,2,NA,1,1,0,4,3,2,3,4,1,1,1,4,6,7,2,7,3,1,1,5,1,1,1,1,2,1,1,7,3,5,4,2,3,2,3,7,5,6,4,3,2,1,10,7,3,1,2,1,1,2,0,0,0,NA,0,NA,NA,1,0,1,3,2,1,1,1,1,2,1,2,1,3,1,2,1,12,1,2,1,4,1,2,9,1,4,1,1,1,4,1,2,2,3,3,6,1,5,3,5,1,1,0,1,0,0,0,1,1,1,0,0,NA,NA,1,4,2,4,4,1,2016,"2017-03-22",3,3
"2:1095","Guatemala",1438,1708,"Pet�n",201708,165,"Urban","Small City",1,1,"Nororiente",3,24,2,2,2,57,3,2,2,2,2,3,4,4,4,1,3,2,NA,1,NA,2,2,NA,2,0,0,3,3,3,4,3,3,7,2,5,7,7,2,4,3,3,1,1,4,4,3,3,4,3,4,3,3,4,3,2,3,3,4,7,5,5,4,3,2,4,3,6,5,4,4,6,4,2,0,0,0,0,NA,NA,0,NA,0,1,2,2,2,2,1,2,2,3,2,3,3,1,2,1,4,3,4,1,4,2,2,14,1,3,1,5,4,NA,1,2,3,2,1,6,1,0,2,1,1,1,0,1,3,0,0,1,1,1,1,1,1,1,0,6,2,6,4,2,2016,"2017-03-09",2,1
"2:1096","Guatemala",647,10101,"Guatemala",200101,1,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,55,2,2,1,1,2,2,2,3,1,2,2,4,4,3,NA,2,NA,2,NA,2,2,NA,2,0,0,2,3,2,2,3,5,7,5,6,7,7,6,6,6,6,1,5,6,6,6,6,6,6,6,2,2,3,2,NA,3,2,3,6,7,1,3,2,2,2,1,1,8,1,1,1,1,2,0,0,0,0,NA,NA,NA,NA,0,1,2,2,2,1,1,2,2,4,2,1,NA,2,NA,NA,13,1,4,NA,NA,2,2,7,1,1,1,5,5,NA,1,2,3,1,5,11,2,7,7,4,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,3,2,3,4,2,2016,"2017-02-16",2,2
"2:1097","Guatemala",1099,413,"Chimaltenango",200413,75,"Urban","Small City",1,1,"Noroccidente",3,33,2,2,1,4,3,3,2,5,4,2,4,4,3,3,7,2,NA,1,NA,2,2,NA,2,1,0,4,2,3,3,4,1,2,2,1,2,5,4,7,1,1,1,1,1,2,6,1,3,1,5,1,3,4,3,2,2,3,7,7,4,1,6,3,NA,5,6,7,7,3,6,6,6,2,1,0,0,0,0,NA,0,0,0,2,NA,1,1,2,1,2,2,4,1,1,1,1,1,2,13,1,4,NA,3,2,2,13,4,2,1,1,5,NA,1,1,3,2,2,4,2,2,2,4,1,1,0,1,0,0,0,1,1,1,0,0,1,1,NA,3,1,4,4,2,2016,"2017-05-08",3,1
"2:1098","Guatemala",643,101,"Quetzaltenango",200918,265,"Urban","Small City",1,1,"Noroccidente",3,61,1,2,1,5,3,3,2,3,3,4,4,4,NA,1,6,2,NA,NA,1,1,2,NA,2,1,0,1,3,3,3,4,5,4,4,3,5,7,6,4,2,3,1,2,5,2,5,4,3,3,6,2,3,5,4,2,3,2,3,5,4,1,4,3,2,6,7,5,8,3,4,2,1,2,0,0,0,NA,0,NA,NA,NA,0,1,3,2,2,1,1,1,2,4,1,1,1,1,3,2,1,1,5,3,NA,2,2,12,2,3,1,5,1,4,2,2,3,3,2,1,0,2,2,5,1,0,0,1,0,0,0,0,1,0,0,0,0,NA,1,6,2,4,4,1,2016,"2017-05-13",1,1
"2:1099","Guatemala",311,2004,"Chiquimula",202004,177,"Urban","Small City",1,1,"Nororiente",3,34,2,2,1,57,3,3,2,3,4,2,3,4,4,3,3,2,NA,NA,2,2,2,NA,2,1,0,3,3,3,4,1,3,5,2,3,6,7,5,6,2,1,4,2,3,5,6,2,5,3,2,1,5,4,3,3,4,2,2,1,3,1,1,3,2,8,4,NA,7,NA,8,6,9,1,0,0,0,0,0,NA,NA,0,1,1,3,2,1,1,1,1,2,2,3,1,1,1,1,1,2,3,NA,NA,3,2,2,10,0,4,1,1,1,1,2,1,3,1,2,5,2,3,2,4,2,0,0,1,0,0,0,0,1,1,0,0,1,0,1,5,2,4,4,2,2016,"2017-03-29",3,1
"2:1100","Guatemala",232,1001,"Suchitep�quez",201001,214,"Urban","Medium City",1,1,"Sur",2,28,1,2,1,70,3,3,1,2,3,4,3,4,NA,1,5,2,NA,2,NA,2,2,NA,1,1,0,2,3,3,3,1,4,7,4,5,7,7,5,3,1,3,4,3,3,3,4,4,4,4,4,4,4,5,3,3,4,5,5,6,6,6,5,4,1,5,1,5,2,2,1,5,5,2,1,1,0,1,0,NA,0,NA,0,1,1,2,2,1,1,1,2,3,3,NA,3,2,3,2,2,1,2,NA,3,2,2,18,0,3,1,1,6,NA,2,2,3,3,2,4,2,4,7,2,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,5,1,7,4,1,2016,"2017-03-07",3,1
"2:1101","Guatemala",79,413,"Chimaltenango",200413,76,"Urban","Small City",1,1,"Noroccidente",3,18,2,2,1,10,3,2,2,4,4,4,4,4,4,1,5,2,NA,NA,1,1,2,NA,2,0,0,2,1,1,2,2,3,7,4,3,5,7,5,6,6,5,3,4,4,5,6,4,4,4,5,3,2,3,3,3,2,3,6,7,6,6,4,2,2,10,10,9,10,6,7,10,10,2,0,0,0,NA,NA,NA,NA,NA,0,1,3,2,1,2,2,2,2,3,2,3,1,1,3,1,6,1,4,NA,3,2,2,12,4,2,1,1,4,NA,2,2,2,2,1,3,0,0,2,1,5,1,1,1,2,0,1,0,1,1,0,1,1,0,1,3,2,3,4,2,2016,"2017-05-08",2,1
"2:1102","Guatemala",986,1606,"Alta Verapaz",201606,149,"Rural","Rural Area",1,1,"Nororiente",3,54,2,2,NA,NA,3,3,1,2,2,2,1,4,2,2,8,2,NA,2,NA,2,1,1,2,1,1,1,3,3,4,1,7,6,3,1,5,7,7,6,2,6,3,2,7,5,4,7,6,5,3,4,4,4,1,4,4,3,2,1,5,4,6,2,1,5,7,5,8,10,4,6,2,2,0,0,0,1,NA,NA,NA,1,1,2,NA,2,2,1,1,1,1,3,NA,NA,3,1,3,2,2,3,2,3,3,2,2,NA,1,5,3,NA,7,NA,2,2,3,NA,2,9,1,9,3,5,2,NA,0,0,0,0,0,0,1,1,0,0,1,0,0,7,1,4,4,2,2016,"2017-03-03",3,3
"2:1103","Guatemala",375,116,"Guatemala",200116,60,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",2,38,1,2,1,1,3,3,2,4,4,4,2,3,NA,2,1,2,NA,NA,2,2,1,1,1,1,0,1,3,2,4,3,1,2,1,2,2,6,1,1,1,1,1,1,1,1,2,1,2,2,4,2,3,3,3,3,3,4,1,6,3,2,3,4,1,8,10,6,5,2,1,3,1,2,1,1,0,1,1,0,NA,NA,0,1,1,1,2,1,1,1,1,1,3,4,3,2,3,2,1,1,4,2,2,2,2,12,1,5,3,1,1,4,2,2,3,3,1,7,3,0,2,3,2,1,0,1,2,0,1,1,1,1,1,0,1,0,1,5,1,4,4,1,2016,"2017-03-24",1,1
"2:1104","Guatemala",1133,10102,"Guatemala",200101,254,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,57,1,2,1,4,3,NA,2,2,4,4,4,4,NA,NA,5,2,NA,NA,2,2,2,NA,2,1,0,NA,NA,2,4,NA,3,3,4,5,7,7,7,7,5,5,3,5,7,7,7,5,6,5,5,3,3,3,2,2,NA,2,5,7,5,5,3,3,2,5,3,5,7,5,3,1,1,NA,0,0,0,NA,0,NA,NA,NA,0,2,NA,2,2,1,1,2,2,4,NA,4,3,2,3,2,4,1,2,NA,NA,2,NA,4,0,5,1,5,1,4,1,2,NA,1,6,1,0,1,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,1,5,2,3,4,1,2016,"2017-05-03",NA,1
"2:1105","Guatemala",376,117,"Guatemala",200117,260,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",2,29,1,2,1,21,3,2,2,3,1,2,3,4,NA,2,4,2,NA,NA,1,2,2,NA,1,1,1,3,2,3,3,4,4,4,2,1,1,7,5,6,4,1,1,1,2,5,4,1,3,4,3,1,3,4,3,2,3,6,3,1,4,2,4,2,2,1,10,10,6,5,3,10,1,2,1,1,0,0,0,NA,0,NA,0,2,NA,2,2,1,1,1,2,4,4,3,3,1,3,1,4,2,2,NA,NA,2,2,12,3,2,1,5,1,2,2,2,2,1,3,5,1,0,2,1,1,1,1,1,2,1,1,0,1,1,0,1,1,1,1,3,1,4,4,1,2016,"2017-05-04",1,1
"2:1106","Guatemala",631,10104,"Guatemala",200101,15,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,78,1,2,4,27,2,2,2,3,2,4,4,4,NA,1,4,2,NA,NA,2,2,2,NA,2,0,0,4,3,2,4,3,5,7,5,5,7,7,5,7,5,5,3,7,5,6,4,4,6,5,6,2,2,3,2,2,2,3,2,6,7,6,5,3,1,1,3,5,5,1,2,1,1,2,0,0,0,0,NA,NA,NA,NA,0,1,NA,2,1,1,1,1,2,4,3,2,3,1,3,1,10,1,2,NA,NA,2,2,9,4,1,1,5,1,4,2,2,2,2,2,2,0,6,2,2,2,1,1,0,0,1,0,0,1,1,1,1,1,1,1,7,1,6,4,1,2016,"2017-02-18",3,1
"2:1107","Guatemala",253,10802,"Guatemala",200108,42,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,46,2,2,1,5,1,3,2,2,1,2,4,4,4,3,3,2,NA,2,NA,2,2,NA,2,0,1,3,3,3,2,3,5,4,4,6,7,7,7,7,7,5,5,6,5,5,4,5,5,4,6,5,2,3,NA,NA,NA,2,4,4,4,4,5,NA,2,5,7,6,5,4,3,3,1,2,0,0,0,NA,NA,NA,0,0,0,2,NA,2,2,1,1,2,2,4,1,1,3,1,2,NA,4,3,NA,NA,NA,2,2,4,0,2,1,1,3,NA,2,1,3,3,1,3,0,2,3,4,4,0,0,0,0,0,0,0,1,1,0,0,0,NA,1,4,2,4,4,2,2016,"2017-03-10",2,2
"2:1108","Guatemala",968,1401,"Quich�",201401,125,"Urban","Medium City",1,1,"Noroccidente",2,36,2,2,3,1,3,3,2,3,NA,2,4,4,4,4,1,2,NA,NA,2,2,2,NA,2,1,NA,1,1,1,1,3,4,7,2,1,NA,7,1,NA,1,1,1,1,1,1,4,1,2,NA,1,1,4,5,4,4,3,3,1,7,3,6,2,4,2,5,10,1,10,5,NA,10,1,2,0,0,0,0,0,NA,0,0,0,1,3,1,2,1,1,1,2,4,4,1,3,2,3,2,4,4,NA,NA,NA,2,2,8,0,5,1,1,1,2,2,NA,3,3,1,4,2,3,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,4,1,5,4,2,2016,"2017-02-20",1,1
"2:1109","Guatemala",998,1803,"Izabal",201803,169,"Urban","Small City",1,1,"Nororiente",3,60,1,2,1,15,3,3,2,4,2,2,1,4,NA,3,9,2,NA,NA,1,2,2,NA,1,1,1,3,3,1,3,3,3,4,3,4,3,7,5,6,3,2,1,3,4,3,6,3,3,4,3,3,4,5,3,2,3,5,7,7,6,2,6,3,1,7,10,8,7,6,5,3,2,1,1,1,0,NA,0,NA,NA,0,0,1,2,1,1,1,1,1,2,2,3,3,2,1,3,1,4,1,2,2,3,2,2,13,1,2,1,5,1,4,2,1,3,3,2,6,4,9,2,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,5,2,5,4,1,2016,"2017-03-29",1,1
"2:1110","Guatemala",1480,11501,"Guatemala",200115,49,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,70,1,2,2,14,3,3,1,3,4,1,4,4,NA,1,1,2,NA,NA,NA,NA,2,NA,2,1,0,1,2,3,1,1,3,7,1,1,1,7,3,7,4,7,1,7,7,7,7,3,7,7,7,7,2,3,2,3,2,5,7,7,7,1,1,3,2,1,1,1,4,7,10,1,1,2,0,0,0,0,0,NA,NA,0,0,1,3,1,1,1,1,1,2,4,4,1,1,1,1,1,2,1,2,NA,NA,2,2,6,2,1,1,5,1,4,2,2,3,3,2,5,0,9,7,5,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,5,2,4,4,1,2016,"2017-03-07",2,3
"2:1111","Guatemala",853,1212,"San Marcos",201212,232,"Rural","Rural Area",1,1,"Sur",3,56,2,2,NA,5,3,3,NA,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,2,NA,2,NA,0,NA,NA,3,4,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,7,7,NA,NA,5,NA,7,7,1,1,NA,1,NA,NA,NA,6,7,7,NA,1,2,NA,9,NA,NA,NA,NA,8,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,2,NA,2,2,1,1,1,1,NA,NA,4,NA,NA,3,NA,4,4,NA,NA,NA,2,2,18,0,NA,1,5,5,NA,2,2,NA,3,2,4,1,4,NA,5,NA,0,0,1,1,0,0,1,1,0,0,0,1,NA,0,5,2,4,4,2,2016,"2017-03-01",NA,NA
"2:1112","Guatemala",1123,10102,"Guatemala",200101,8,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,80,1,2,NA,70,3,3,2,4,1,4,4,4,NA,3,6,2,NA,2,NA,1,2,NA,NA,0,1,NA,2,2,3,1,4,5,2,7,7,7,4,1,1,3,1,1,1,3,5,4,6,1,7,3,3,5,3,3,3,2,4,4,6,3,4,3,1,10,9,7,10,2,2,1,1,2,0,0,0,NA,NA,NA,0,NA,0,2,NA,2,2,1,1,1,2,4,3,1,1,1,2,1,7,1,2,NA,NA,2,2,5,0,1,1,1,7,NA,2,2,4,2,1,4,0,2,2,5,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,5,1,4,4,1,2016,"2017-03-24",1,3
"2:1113","Guatemala",804,10104,"Guatemala",200101,15,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,79,1,2,1,57,3,3,2,1,1,4,1,4,NA,1,2,2,NA,NA,NA,1,2,NA,2,1,0,4,2,2,1,1,3,4,3,2,4,7,4,4,1,2,1,2,7,1,3,1,3,3,1,2,4,4,1,4,4,4,4,5,3,5,3,1,2,3,8,5,4,7,4,7,9,1,0,0,0,NA,0,NA,NA,NA,0,1,2,2,2,1,1,1,2,4,3,1,3,2,3,2,2,1,2,1,4,2,2,6,1,2,1,1,1,2,2,1,NA,2,2,5,2,3,2,5,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,6,2,4,4,1,2016,"2017-02-18",1,1
"2:1114","Guatemala",816,504,"Escuintla",200504,189,"Urban","Small City",1,1,"Sur",3,50,2,2,1,57,3,2,2,1,1,2,4,4,4,2,10,2,NA,1,NA,1,2,NA,2,1,1,4,2,2,1,1,4,6,5,3,1,7,7,7,5,6,1,1,7,7,6,5,7,7,7,5,3,3,3,2,3,5,1,6,4,6,5,3,1,9,10,9,8,4,3,1,1,2,0,0,0,NA,0,NA,0,0,0,1,3,2,1,1,1,1,2,2,4,1,3,2,3,2,4,1,2,NA,2,2,2,6,1,3,1,1,1,2,2,2,2,2,1,6,0,2,2,5,1,1,0,0,0,0,0,0,1,1,0,0,0,NA,1,8,1,4,4,2,2016,"2017-02-20",2,1
"2:1115","Guatemala",657,10107,"Guatemala",200101,257,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,18,2,2,1,5,3,2,2,2,1,2,4,4,4,2,4,2,NA,1,NA,2,2,NA,1,1,1,2,2,2,1,2,3,5,5,6,6,7,5,5,5,4,3,1,3,6,6,3,4,3,5,3,1,3,3,3,3,2,3,5,4,5,3,3,NA,5,9,6,8,4,5,1,1,2,0,0,0,NA,0,NA,1,NA,1,1,2,1,1,2,1,2,2,2,3,3,3,1,3,1,1,1,2,2,2,2,2,6,2,1,1,5,1,4,2,2,3,3,1,5,0,0,2,4,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,5,2,4,4,2,2016,"2017-03-09",2,2
"2:1116","Guatemala",1427,301,"Sacatep�quez",200301,65,"Urban","Medium City",1,1,"Noroccidente",3,25,2,2,2,1,3,2,2,2,2,4,4,4,4,2,8,2,NA,NA,1,2,2,NA,1,1,0,3,3,2,2,4,3,5,1,3,5,6,2,2,1,1,1,1,2,4,3,2,3,3,5,2,3,5,2,2,2,4,3,6,5,2,4,3,2,8,2,10,8,10,8,10,5,1,0,0,0,NA,0,NA,0,NA,0,1,3,1,2,1,1,1,2,4,3,3,1,2,1,2,1,1,2,NA,2,2,2,12,7,2,1,1,1,2,2,2,2,1,1,10,2,1,2,1,3,1,0,1,2,1,1,0,1,1,1,1,1,1,1,1,2,3,4,2,2016,"2017-04-18",2,2
"2:1117","Guatemala",1001,1401,"Quich�",201401,124,"Urban","Medium City",1,1,"Noroccidente",2,66,1,2,2,5,1,1,1,3,2,2,2,4,NA,1,8,2,NA,1,NA,2,2,NA,2,1,1,4,2,2,3,3,5,2,6,7,2,3,4,3,1,7,6,7,2,1,5,6,7,2,3,4,2,4,2,1,3,2,1,2,7,7,1,1,2,10,1,9,3,9,3,4,6,1,1,0,0,NA,0,NA,NA,0,0,1,2,2,2,1,1,1,2,3,1,1,1,1,1,1,4,1,4,3,3,2,1,0,0,1,1,5,1,4,2,2,3,2,2,3,1,2,3,5,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,4,1,5,4,1,2016,"2017-02-20",3,3
"2:1118","Guatemala",1152,1609,"Alta Verapaz",201609,153,"Urban","Small City",1,1,"Nororiente",2,66,1,2,2,1,3,3,2,3,4,2,4,4,NA,2,5,2,NA,1,NA,NA,2,NA,1,1,0,4,3,1,1,3,3,2,1,2,3,6,1,1,1,1,1,1,1,1,2,1,2,2,2,1,3,4,3,2,3,5,6,6,5,4,6,4,1,7,10,3,7,4,2,7,1,1,0,0,0,0,0,NA,0,NA,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,2,14,1,2,2,NA,2,2,NA,8,5,1,1,2,NA,2,2,2,NA,NA,2,0,1,3,2,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,6,1,4,4,1,2016,"2017-02-23",1,1
"2:1119","Guatemala",879,2202,"Jutiapa",202202,246,"Urban","Small City",1,1,"Sur",3,30,1,2,1,57,3,2,2,2,4,4,4,4,NA,1,8,2,NA,1,NA,1,2,NA,2,1,0,1,3,3,4,1,3,6,5,5,7,7,5,7,5,4,5,6,6,7,5,4,6,6,7,5,2,3,2,1,2,2,4,7,5,1,4,2,1,6,5,7,10,5,5,1,4,2,0,0,0,NA,0,NA,NA,NA,0,2,NA,2,2,1,1,1,2,3,4,1,1,1,3,1,4,2,2,NA,NA,2,2,6,0,5,1,1,1,4,1,1,3,2,1,7,3,0,2,2,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,4,2,4,4,1,2016,"2017-03-17",2,2
"2:1120","Guatemala",719,1212,"San Marcos",201212,229,"Urban","Small City",1,1,"Sur",3,67,1,2,2,57,2,2,2,3,4,4,4,4,NA,2,5,2,NA,NA,2,2,2,NA,2,1,0,2,3,NA,4,2,5,3,4,4,3,7,5,5,3,5,2,2,3,5,5,5,5,5,6,3,3,3,3,NA,3,5,4,5,6,2,4,3,1,7,3,5,6,5,5,3,2,2,1,0,0,NA,0,NA,NA,NA,0,2,NA,2,2,1,1,1,2,4,1,1,3,2,3,2,5,1,2,NA,3,2,2,15,2,5,1,NA,6,NA,2,2,2,2,3,2,0,3,2,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,1,4,4,1,2016,"2017-03-02",2,2
"2:1121","Guatemala",526,1504,"Baja Verapaz",201504,143,"Urban","Small City",1,1,"Nororiente",3,55,2,2,1,57,2,2,2,4,2,4,4,4,4,1,8,2,NA,2,NA,2,2,NA,2,0,0,1,3,2,3,2,6,7,6,7,6,7,7,7,5,4,2,7,2,7,7,7,7,7,7,2,3,3,2,2,2,2,6,4,5,4,2,2,2,3,4,6,4,7,8,1,1,1,0,0,0,NA,NA,NA,NA,NA,0,2,NA,2,2,1,1,1,2,3,2,1,2,2,3,2,2,3,2,NA,NA,2,2,0,0,2,1,1,5,NA,2,2,2,2,1,2,0,10,2,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,6,2,6,4,2,2016,"2017-03-20",1,1
"2:1122","Guatemala",1302,10101,"Guatemala",200101,1,"Urban","National Capital (Metropolitan area)",1,1,"Metropolitana",1,70,2,2,1,70,NA,3,1,2,1,4,1,4,1,4,NA,1,2,NA,2,2,1,3,2,0,0,4,3,1,4,2,5,7,5,5,4,7,4,7,4,5,1,6,7,6,7,1,6,5,6,2,3,4,2,2,1,2,4,5,6,5,4,2,1,8,4,9,6,4,1,6,1,2,0,0,0,0,0,NA,0,NA,0,1,1,2,1,2,1,2,2,4,4,3,3,1,3,2,2,1,4,NA,NA,2,2,6,2,2,1,5,1,4,2,2,2,2,6,3,0,4,2,5,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,5,1,4,4,2,2016,"2017-02-16",2,NA
