"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"1:2531","Guatemala",1490,2211,"Jutiapa",NA,249,"Urbano","Ciudad pequeña",2,1,"Sur",3,38,1,2,1,5,3,3,2,2,4,4,4,4,NA,2,4,2,NA,1,2,2,2,NA,2,0,0,2,NA,NA,3,4,4,3,3,3,2,4,3,2,3,3,3,4,3,3,4,3,4,4,4,NA,2,1,1,1,1,NA,4,3,4,3,3,NA,NA,5,4,5,4,4,5,5,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,2,2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,1,1,1,4,2,2,3,3,NA,4,NA,2,2,5,3,1,0,1,0,0,0,0,1,0,0,NA,1,0,1,6,2,5,NA,1,2012,NA,NA,NA
"1:2532","Guatemala",936,1212,"San Marcos",NA,156,"Rural","Área rural",2,1,"Sur",3,61,2,2,1,5,2,2,1,2,1,2,4,4,4,1,6,2,NA,2,2,2,2,NA,2,0,0,2,NA,NA,4,1,7,5,NA,NA,NA,7,1,6,5,6,5,5,5,7,NA,5,5,5,5,NA,2,3,2,2,2,NA,NA,7,NA,5,NA,NA,NA,NA,1,NA,10,NA,8,NA,NA,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,1,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,5,2,4,2,2,2,2,NA,1,NA,3,2,5,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,5,1,4,NA,2,2012,NA,NA,NA
"1:2533","Guatemala",697,901,"Quetzaltenango",NA,117,"Urbano","Ciudad grande",2,1,"Noroccidente",2,21,1,2,1,NA,3,2,2,3,1,4,4,4,NA,3,4,2,NA,2,2,2,1,1,1,0,0,3,NA,NA,3,4,2,5,3,2,3,6,2,2,2,1,2,2,4,2,4,3,3,2,3,2,4,4,2,2,2,NA,2,7,6,2,4,3,1,7,9,8,5,7,6,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,4,3,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,13,4,2,1,1,4,NA,2,2,2,1,NA,5,NA,3,2,1,2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,4,1,4,NA,1,2012,NA,NA,NA
"1:2534","Guatemala",1194,1601,"Alta Verapaz",NA,199,"Rural","Área rural",2,1,"Nororiente",2,66,1,2,1,31,2,2,2,3,1,4,2,4,NA,3,4,2,NA,2,1,2,2,NA,1,0,0,2,NA,NA,3,3,4,2,3,4,2,3,2,4,4,5,4,2,2,1,2,5,4,2,3,NA,3,3,3,3,2,NA,3,3,1,2,2,NA,NA,2,3,4,4,5,3,3,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0,NA,1,1,1,5,NA,2,2,NA,3,NA,7,NA,2,3,5,4,0,0,0,0,0,0,0,1,1,0,NA,1,1,0,5,1,3,NA,1,2012,NA,NA,NA
"1:2535","Guatemala",144,NA,"Guatemala",NA,24,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,56,2,2,2,3,3,3,1,3,2,4,3,4,2,3,5,2,NA,2,2,NA,1,2,2,1,0,4,NA,NA,1,3,3,6,6,6,7,7,4,6,4,1,3,6,5,4,4,6,4,6,NA,NA,2,4,4,4,3,NA,7,7,3,1,1,NA,NA,8,10,5,5,6,7,1,NA,1,0,1,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,2,1,5,1,4,2,2,3,3,NA,2,NA,3,2,5,1,1,0,0,0,0,0,0,1,1,0,NA,1,0,1,5,1,2,NA,2,2012,NA,NA,NA
"1:2536","Guatemala",1373,2004,"Chiquimula",NA,229,"Urbano","Ciudad pequeña",2,1,"Nororiente",3,35,2,2,2,NA,2,2,2,3,1,2,3,4,4,2,4,1,2,2,2,2,2,NA,1,0,0,2,NA,NA,4,3,5,5,4,4,3,7,4,3,4,3,3,4,5,4,4,4,5,5,4,4,2,2,2,3,3,NA,5,4,4,4,5,2,2,5,5,6,6,7,6,7,6,2,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,2,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,9,1,2,2,2,1,2,2,2,3,2,NA,6,NA,3,2,4,1,1,0,1,0,0,1,1,1,1,0,NA,1,0,1,4,1,6,NA,2,2012,NA,NA,NA
"1:2537","Guatemala",863,1013,"Suchitepéquez",NA,144,"Rural","Área rural",2,1,"Sur",3,39,2,2,1,NA,2,2,2,2,4,2,2,4,4,3,NA,2,NA,1,1,1,2,NA,1,1,0,2,NA,NA,4,3,4,6,3,6,4,7,2,5,4,1,3,4,5,1,2,3,3,4,3,3,3,3,2,3,3,NA,1,6,7,5,7,3,2,7,7,8,3,2,3,1,1,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2,1,2,2,3,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,6,0,1,1,2,5,NA,2,2,3,2,NA,3,NA,1,2,5,1,1,0,1,1,0,1,1,1,1,0,NA,1,0,1,4,1,4,NA,2,2012,NA,NA,NA
"1:2538","Guatemala",849,1013,"Suchitepéquez",NA,142,"Urbano","Ciudad pequeña",2,1,"Sur",3,61,1,2,1,NA,2,2,2,3,2,4,2,4,NA,1,5,2,NA,1,2,2,2,NA,2,0,0,2,NA,NA,3,2,5,5,5,6,5,7,5,6,5,3,5,5,3,5,4,5,6,5,NA,2,3,3,3,2,2,NA,3,7,5,3,4,2,2,7,3,NA,NA,1,5,9,1,2,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,1,1,1,2,3,2,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,NA,2,2,3,2,NA,3,NA,4,3,5,2,1,0,1,0,0,0,0,1,1,1,0,1,0,1,6,1,4,NA,1,2012,NA,NA,NA
"1:2539","Guatemala",579,509,"Escuintla",NA,97,"Urbano","Ciudad pequeña",2,1,"Sur",3,19,2,2,1,NA,2,1,2,3,3,NA,NA,4,4,1,6,2,NA,2,2,2,2,NA,1,0,0,1,NA,NA,2,2,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,3,2,NA,2,NA,2,7,5,4,4,2,2,5,3,6,5,5,5,4,5,2,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,2,3,2,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,9,8,3,1,5,5,NA,2,2,2,1,NA,NA,NA,0,2,5,1,1,0,1,1,0,0,1,1,1,0,NA,1,0,0,6,2,3,NA,2,2012,NA,NA,NA
"1:2540","Guatemala",982,1301,"Huehuetenango",NA,164,"Urbano","Ciudad grande",2,1,"Noroccidente",2,26,2,2,1,1,3,2,2,3,2,4,4,4,4,2,4,2,NA,1,1,2,1,1,2,0,0,2,NA,NA,2,2,6,7,5,5,6,7,6,7,6,2,4,7,6,6,6,6,7,6,6,NA,2,3,2,2,2,NA,5,7,6,2,5,NA,NA,10,10,5,6,8,4,2,NA,1,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,1,1,2,NA,NA,NA,NA,NA,11,NA,NA,2,2,NA,NA,9,NA,2,1,1,1,4,2,1,2,2,NA,6,NA,3,2,2,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,4,2,4,NA,2,2012,NA,NA,NA
"1:2541","Guatemala",1015,1304,"Huehuetenango",NA,170,"Rural","Área rural",2,1,"Noroccidente",3,23,1,2,1,NA,3,2,2,2,1,4,2,4,NA,2,7,2,NA,2,2,2,2,NA,2,0,0,2,NA,NA,4,3,4,7,6,5,7,7,5,7,5,5,2,5,5,5,5,5,5,NA,NA,2,3,NA,4,2,2,NA,5,5,5,2,5,3,1,10,2,7,6,6,6,1,4,1,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,1,1,2,3,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,5,0,2,1,1,1,4,2,2,3,1,NA,6,NA,0,3,5,2,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,5,1,4,NA,1,2012,NA,NA,NA
"1:2542","Guatemala",614,602,"Santa Rosa",NA,103,"Rural","Área rural",2,1,"Sur",3,31,1,2,1,5,2,2,2,3,2,4,3,4,NA,3,3,2,NA,1,1,2,2,NA,1,1,0,2,NA,NA,3,3,3,5,4,4,5,7,5,5,3,3,4,4,4,4,5,5,5,5,5,NA,3,4,3,3,3,NA,5,6,4,5,4,NA,NA,8,1,3,10,3,2,8,NA,2,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,1,1,2,3,2,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,12,NA,2,1,1,2,4,1,1,2,2,NA,5,NA,0,2,3,1,1,0,1,2,0,1,1,1,1,1,0,1,1,0,5,1,3,NA,1,2012,NA,NA,NA
"1:2543","Guatemala",1253,1609,"Alta Verapaz",NA,209,"Rural","Área rural",2,1,"Nororiente",2,38,2,2,1,NA,2,2,2,2,1,4,4,2,4,1,4,2,NA,2,2,2,1,1,2,0,0,3,NA,NA,4,3,6,5,4,5,3,4,3,3,2,4,4,7,6,3,4,2,1,3,3,3,1,1,1,NA,1,NA,4,1,1,1,4,3,2,4,2,1,2,3,2,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2,2,2,4,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,5,5,NA,2,2,NA,2,NA,3,NA,1,3,NA,NA,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3,2,3,NA,2,2012,NA,NA,NA
"1:2544","Guatemala",208,107,"Guatemala",NA,35,"Rural","Área rural",2,1,"Metropolitana",3,23,2,2,1,22,2,2,2,2,1,2,4,4,4,2,7,2,NA,2,2,2,2,NA,2,0,0,1,NA,NA,4,2,5,5,3,4,4,7,3,3,3,2,2,4,4,2,4,3,3,3,4,NA,2,3,3,3,3,NA,4,7,6,2,2,NA,NA,8,2,3,2,3,3,3,NA,2,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,11,NA,2,1,1,1,2,2,2,3,2,NA,14,NA,3,2,2,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,4,1,6,NA,2,2012,NA,NA,NA
"1:2545","Guatemala",1240,1609,"Alta Verapaz",NA,207,"Rural","Área rural",2,1,"Nororiente",2,28,2,2,1,19,3,2,2,2,1,2,4,4,4,1,7,2,NA,2,2,2,2,NA,2,0,0,1,NA,NA,4,3,5,5,6,7,6,7,5,5,5,5,3,4,5,7,7,4,6,6,6,NA,3,3,1,3,2,NA,2,6,5,NA,5,NA,NA,1,2,5,8,6,6,2,NA,NA,0,1,0,NA,0,0,0,1,0,NA,NA,NA,NA,1,1,1,1,2,2,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,6,NA,2,1,5,5,NA,2,2,3,2,NA,5,NA,4,3,5,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,2,2,3,NA,2,2012,NA,NA,NA
"1:2546","Guatemala",545,504,"Escuintla",NA,91,"Rural","Área rural",2,1,"Sur",3,36,2,2,2,NA,3,3,2,3,4,1,4,4,4,3,9,2,NA,2,2,2,2,NA,2,0,0,1,NA,NA,4,3,1,2,3,4,2,7,2,5,3,3,3,NA,5,3,2,5,3,1,1,1,3,3,3,3,4,NA,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,1,1,2,4,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,3,0,1,1,5,5,NA,2,2,NA,NA,NA,6,NA,4,2,5,1,0,0,1,1,0,0,0,1,0,0,NA,1,0,0,3,2,3,NA,2,2012,NA,NA,NA
"1:2547","Guatemala",1348,1805,"Izabal",NA,225,"Urbano","Ciudad pequeña",2,1,"Nororiente",2,18,2,2,3,19,3,2,2,4,2,4,4,4,4,2,6,2,NA,1,1,2,2,NA,2,0,0,2,NA,NA,3,3,4,7,NA,5,7,7,4,6,5,4,3,5,1,3,1,2,3,5,6,NA,3,3,3,2,1,NA,4,7,7,1,1,NA,NA,1,2,10,8,6,4,6,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,2,1,1,4,NA,1,2,2,2,NA,5,NA,0,2,3,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,2,3,NA,2,2012,NA,NA,NA
"1:2548","Guatemala",478,413,"Chimaltenango",NA,80,"Urbano","Ciudad pequeña",2,1,"Noroccidente",3,38,2,2,2,13,2,2,2,2,4,4,4,4,4,4,5,NA,NA,2,2,2,2,NA,2,0,0,2,NA,NA,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,2,2,2,2,2,NA,4,4,4,4,4,NA,NA,5,4,5,5,5,5,4,NA,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,1,2,1,2,2,1,NA,NA,NA,NA,NA,13,NA,NA,2,2,NA,NA,5,NA,2,2,1,5,NA,2,2,2,1,NA,4,NA,2,2,5,1,1,0,0,0,0,0,0,1,0,0,NA,1,0,1,5,2,4,NA,2,2012,NA,NA,NA
"1:2549","Guatemala",111,NA,"Guatemala",NA,19,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,27,1,2,1,NA,3,3,2,3,4,4,4,4,NA,3,NA,2,NA,2,2,2,2,NA,1,0,0,2,NA,NA,3,NA,NA,NA,NA,NA,NA,7,2,4,NA,NA,1,1,4,NA,4,2,NA,NA,1,1,4,5,2,2,2,NA,NA,6,6,1,2,NA,NA,2,NA,NA,1,NA,NA,NA,2,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,4,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,6,1,5,3,4,3,NA,2,2,3,2,NA,4,NA,0,3,5,4,1,0,1,0,0,1,1,1,0,0,NA,1,0,1,6,1,4,NA,1,2012,NA,NA,NA
"1:2550","Guatemala",1125,1413,"Quiché",NA,188,"Urbano","Ciudad pequeña",2,1,"Noroccidente",3,55,1,2,1,NA,2,2,2,3,1,3,4,4,NA,1,6,2,NA,2,2,1,2,NA,2,0,0,1,NA,NA,4,2,5,7,6,6,5,6,2,1,2,3,1,2,5,6,6,1,4,2,1,2,3,3,3,2,2,NA,5,4,3,2,2,2,1,8,4,6,6,6,6,4,1,2,1,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,2,1,2,3,1,3,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,7,0,1,1,2,1,4,1,2,NA,2,NA,8,NA,6,3,5,1,1,0,1,1,0,1,0,1,1,0,NA,1,0,1,6,2,5,NA,1,2012,NA,NA,NA
"1:2551","Guatemala",1197,1601,"Alta Verapaz",NA,200,"Rural","Área rural",2,1,"Nororiente",2,48,1,2,1,NA,2,1,2,2,3,4,4,4,NA,1,4,1,2,2,2,2,2,NA,2,1,0,2,NA,NA,4,3,3,3,3,5,6,7,5,6,4,4,3,5,5,5,5,6,5,6,5,3,2,3,2,2,3,NA,5,7,7,3,6,3,1,4,1,2,2,2,1,10,6,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,1,1,3,NA,3,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,12,1,4,1,1,1,1,2,1,3,2,NA,6,NA,4,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,2,2,3,NA,1,2012,NA,NA,NA
"1:2552","Guatemala",1360,1805,"Izabal",NA,227,"Rural","Área rural",2,1,"Nororiente",2,27,2,2,2,5,2,3,2,3,2,2,2,4,2,2,NA,2,NA,2,2,2,2,NA,1,1,0,3,NA,NA,4,3,6,6,5,NA,4,7,6,6,3,5,4,6,5,5,5,6,5,5,5,NA,2,2,3,3,3,NA,6,7,NA,NA,NA,NA,NA,5,6,2,2,2,3,9,NA,2,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,5,NA,2,2,2,2,NA,9,NA,4,2,5,1,1,0,1,0,0,0,0,1,1,0,NA,1,0,0,5,1,6,NA,2,2012,NA,NA,NA
"1:2553","Guatemala",1271,1614,"Alta Verapaz",NA,212,"Rural","Área rural",2,1,"Nororiente",3,31,2,2,1,NA,3,1,1,3,1,2,1,4,4,4,4,1,2,1,1,2,2,NA,1,0,0,2,NA,NA,4,4,3,4,1,1,7,7,2,2,3,3,2,3,3,3,6,3,3,3,4,2,3,3,3,2,3,NA,3,7,NA,3,7,3,2,2,3,9,2,2,2,2,1,2,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,1,1,1,1,3,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,6,0,1,1,5,1,4,2,1,3,2,NA,5,NA,3,3,5,2,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,4,2,3,NA,2,2012,NA,NA,NA
"1:2554","Guatemala",1363,1805,"Izabal",NA,228,"Rural","Área rural",2,1,"Nororiente",2,22,1,2,1,NA,2,2,2,2,1,3,3,3,NA,1,6,2,NA,1,1,2,2,NA,2,0,0,1,NA,NA,4,2,3,7,4,5,6,7,4,6,6,4,3,7,7,5,4,3,5,7,5,1,3,3,2,2,2,NA,4,7,7,1,4,3,2,9,1,10,10,6,6,6,1,2,1,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,1,1,1,1,2,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,12,3,3,1,1,1,2,2,2,2,2,NA,4,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,3,NA,1,2012,NA,NA,NA
"1:2555","Guatemala",297,115,"Guatemala",NA,50,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,24,1,2,1,NA,2,2,2,3,2,4,4,4,NA,3,1,2,NA,2,2,2,2,NA,1,0,1,3,NA,NA,1,4,4,7,5,5,7,7,5,6,4,2,4,4,3,4,5,5,4,4,4,2,3,3,3,3,3,NA,2,7,7,2,5,3,NA,7,5,10,7,1,3,10,NA,2,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,1,1,2,3,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,12,1,3,1,1,1,2,2,2,3,1,NA,4,NA,0,2,2,2,1,0,1,0,0,0,0,1,1,0,NA,1,1,1,4,1,4,NA,1,2012,NA,NA,NA
"1:2556","Guatemala",1122,1404,"Quiché",NA,187,"Rural","Área rural",2,1,"Noroccidente",3,52,2,2,1,23,3,3,2,3,1,2,NA,4,4,1,1,2,NA,NA,NA,NA,2,NA,2,1,0,1,NA,NA,4,2,2,6,3,4,3,4,1,1,1,1,1,1,1,5,4,3,4,3,1,NA,4,4,4,3,3,NA,2,7,4,1,1,NA,NA,8,6,8,8,6,7,5,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,NA,2,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,1,5,5,NA,2,2,3,3,NA,9,NA,7,3,5,2,0,0,0,0,0,0,0,1,0,0,NA,0,0,0,7,2,5,NA,2,2012,NA,NA,NA
"1:2557","Guatemala",1021,1304,"Huehuetenango",NA,171,"Rural","Área rural",2,1,"Noroccidente",3,21,1,2,2,NA,3,2,2,5,2,4,4,4,NA,1,7,2,NA,NA,NA,NA,2,NA,1,0,0,2,NA,NA,4,2,6,7,NA,6,5,7,6,NA,NA,4,1,2,1,NA,5,3,NA,NA,NA,1,3,NA,4,3,3,NA,1,7,4,1,1,3,1,7,7,8,7,5,5,1,1,2,0,0,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,1,1,1,2,4,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,4,0,2,1,1,1,4,1,2,4,2,NA,7,NA,0,3,4,2,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,5,1,4,NA,1,2012,NA,NA,NA
"1:2558","Guatemala",316,115,"Guatemala",NA,53,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",1,26,2,2,3,5,3,2,2,2,1,2,4,4,4,4,NA,2,NA,2,2,2,2,NA,2,1,1,4,NA,NA,1,3,4,5,3,2,5,7,6,6,1,1,4,5,5,5,4,6,4,3,5,NA,3,5,2,3,2,NA,3,6,7,1,4,NA,NA,7,1,6,7,7,6,5,NA,2,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,1,1,2,2,4,1,NA,NA,NA,NA,NA,4,NA,NA,2,1,NA,NA,9,NA,2,1,1,5,NA,2,2,3,2,NA,4,NA,2,2,4,1,1,0,1,0,0,1,0,1,1,0,NA,1,0,1,3,1,4,NA,2,2012,NA,NA,NA
"1:2559","Guatemala",271,110,"Guatemala",NA,46,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",2,24,1,2,2,NA,2,2,2,2,3,4,4,4,NA,2,4,2,NA,2,2,2,2,NA,2,0,0,2,NA,NA,2,2,3,6,3,3,5,4,5,4,4,7,5,5,5,4,4,4,4,4,4,5,2,2,2,3,3,NA,4,4,4,4,4,2,1,4,5,4,6,5,5,5,9,2,0,0,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,2,3,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,5,1,2,2,2,2,2,NA,7,NA,0,3,4,1,0,0,1,0,0,0,0,1,1,0,NA,1,0,1,6,2,4,NA,1,2012,NA,NA,NA
"1:2560","Guatemala",493,501,"Escuintla",NA,83,"Urbano","Ciudad grande",2,1,"Sur",2,27,1,2,1,NA,2,2,2,2,1,4,4,4,NA,2,6,2,NA,2,2,2,2,NA,NA,1,0,2,NA,NA,3,3,4,6,5,6,6,7,5,6,5,4,5,5,5,5,5,5,5,6,5,4,2,3,2,2,2,NA,4,5,5,5,5,3,NA,8,3,6,3,5,6,1,1,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,3,NA,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,12,1,1,1,1,1,2,2,2,2,2,NA,7,NA,0,2,2,1,1,0,1,0,0,0,0,1,0,0,NA,1,0,1,3,1,3,NA,1,2012,NA,NA,NA
"1:2561","Guatemala",1085,1401,"Quiché",NA,181,"Rural","Área rural",2,1,"Noroccidente",2,36,2,2,1,NA,2,2,2,2,1,2,2,4,4,3,4,2,NA,2,2,2,2,NA,2,0,0,2,NA,NA,2,3,5,5,6,4,4,6,4,3,4,3,4,5,6,4,6,4,6,3,7,2,3,3,2,3,1,NA,3,4,5,4,5,3,2,10,4,7,6,4,4,4,2,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,1,2,2,3,4,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,0,1,1,1,6,NA,2,2,2,3,NA,7,NA,5,3,5,2,0,0,1,0,0,0,0,1,0,0,NA,1,0,1,6,2,4,NA,2,2012,NA,NA,NA
"1:2562","Guatemala",1067,1319,"Huehuetenango",NA,178,"Rural","Área rural",2,1,"Noroccidente",3,40,2,2,1,NA,2,2,2,3,2,3,3,4,4,2,6,2,NA,NA,NA,NA,2,NA,2,0,0,2,NA,NA,4,2,5,6,5,5,5,6,6,NA,NA,6,3,5,6,NA,6,6,6,NA,NA,2,2,NA,4,2,2,NA,4,5,5,2,2,2,1,7,2,7,7,6,6,2,3,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,1,1,2,4,2,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,1,5,NA,2,2,3,2,NA,7,NA,4,3,5,3,0,0,1,1,0,0,0,1,0,0,NA,1,0,0,5,1,4,NA,2,2012,NA,NA,NA
"1:2563","Guatemala",952,1213,"San Marcos",NA,159,"Rural","Área rural",2,1,"Noroccidente",3,21,2,2,1,12,3,3,2,2,1,2,2,4,2,NA,NA,2,NA,1,1,2,2,NA,2,0,0,3,NA,NA,4,2,5,7,4,7,7,7,5,4,2,6,5,6,6,6,7,6,5,5,6,NA,3,3,4,2,4,NA,6,7,6,7,6,NA,NA,8,7,5,7,3,5,5,NA,2,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,1,4,1,2,2,2,4,3,NA,13,NA,2,2,5,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,7,1,4,NA,2,2012,NA,NA,NA
"1:2564","Guatemala",488,413,"Chimaltenango",NA,82,"Rural","Área rural",2,1,"Noroccidente",3,34,1,2,3,58,2,2,2,3,1,4,3,4,NA,1,NA,2,NA,NA,NA,NA,2,NA,1,1,0,1,NA,NA,4,3,1,3,2,2,2,7,5,4,2,2,3,3,3,2,6,3,3,NA,1,NA,3,4,4,2,2,NA,7,7,7,2,2,NA,NA,10,10,1,10,1,1,1,NA,1,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,1,1,1,2,3,3,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,2,NA,1,1,1,1,NA,2,2,4,3,NA,5,NA,2,3,5,2,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,4,1,4,NA,1,2012,NA,NA,NA
"1:2565","Guatemala",357,116,"Guatemala",NA,60,"Urbano","Capital Nacional (área metropolitana)",2,1,"Metropolitana",2,24,2,2,1,NA,2,2,2,2,2,2,1,4,4,2,5,2,NA,2,2,2,2,NA,2,0,0,2,NA,NA,2,2,3,3,4,4,4,7,4,6,4,6,5,5,4,5,4,5,4,6,4,5,2,2,3,3,3,NA,3,4,4,4,4,2,2,5,6,4,5,4,5,6,5,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,1,2,2,1,1,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,5,1,2,1,1,1,2,2,2,2,2,NA,5,NA,2,2,1,1,1,0,1,0,0,0,0,1,1,0,NA,1,0,1,5,2,4,NA,2,2012,NA,NA,NA
