folio,year,trim,unidad,ciudad,punto,turno,sexo,edad,pasmex,p1a,p1n,p2,p3,p3_1,p3_2,p4,p4_1,p5,p6,p6_1,p7,p7_1,p7_2,p7_3_1,p7_3_2,p7_3_3,p7_3_4,p7_4,p7_4_1,p8,p8_1,p9_1,p9_2,p9_3,p10p,p11p,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p11_3cd,p12c,p12t,p13,p13_1,p13_2,p13_2_1,p13_4,p13_5,p13_6_1,p13_6_2,p13_6_3,p13_6_4,p13_6_5,p13_6_6,p13_6_7,p13_6_8,p13_7,p13_8,p13_9c,p13_9u,p13_9t,p13_10,p13_11,p14,p14_1,p15,p16,p16_1,p17,p17_1c,p17_1u,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19e1,p19l1,p19u1,p19e2,p19l2,p19u2,p20e,p20l,p20u,p21c,p21t,p22,p22_1,p22_2e,p22_2m,p22_2l,p22_2u,p22_4,p22_5,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_1_1,p24_1_2,p24_1_3,p24_1_4,p24_1_5,p24_2_1,p24_2_2,p24_2_3,p24_2_4,p24_2_5,p24_2_6,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_2,p26,p26_1c,p26_1t,p26_2,p26_3,p27c,p27u,p27_1,p28,p28_1c,p28_1u,p28_1_1,p28_2,p29_1,p29_2,p29_3,p29_4,p29_5,p29_6,p29_7,p29_8,p29_9,p29_10,p29_11,p29_12,p29_13,p30,p31,p31_1,p31_2,p32,p32_1,p33,p33_1,p33_1_1,p33_1_2,p33_1_3,p33_2,p34,p35es,p35cn,p35cd,p35_1,p35_2,p35_3_1,p35_3_2,p35_3_3,p35_3_4,p35_3_5,p35_3_6,p35_3_7,p35_4c,p35_4t,p35_5,p35_6,p35_7,p36es,p36cn,p36cd,p37c,p37t,p38,p38_2,p38_2_1,p38_2_2,p38_3c,p38_3u,p38_3t,p38_4,p38_5,p38_5_1_1,p38_5_1_2,p38_5_1_3,p38_5_1_4,p38_5_1_5,p38_5_1_6,p38_5_1_7,p39,p39_1,p39_2_1,p39_2_2,p40,p41,p42,p43,p43_1,p43_2,p44,p44_1,p45,p46m,p46a,p47,p48,p48_1,p49,p50,p50_1,filtro,ponfin3
552,2016,2,21605,1,1,1,1,19,1,3,2,-1,2,2,2,2,-1,6,2,2,2,2,2,1,0,3,0,-1,-1,2,2,2,2,2,2,2,6,611,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,922,6,2,2,2,2,2,2,2,2,7,6,420,1,2,811,2,1,9999997,3,2,-2,1,4000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,28,280320001,2,28,280320001,2,55,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,50,2,1,8,4000,3,1,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,5,2,2,2,2,2,2,2,2,35,2,1,1,2,48,48215,4821545384,35,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,17.93406593
553,2016,2,21605,1,1,1,2,41,1,6,1,1,2,2,2,2,-1,5,2,1,2,0,1,1,3,1,3,1,3,2,2,1,2,2,2,2,8,801,2,-2,-2,-2,-2,-2,-2,-2,555,5,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,9999998,3,2,-2,1,7000,3,2,2,2,2,2,1,1,1,1,2,2,2,2,1,28,280320001,2,23,230050001,2,28,280320001,2,26,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,1,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,20,2,1,4,7000,3,1,1,99998,98,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,5,2,2,2,2,2,2,2,2,9,4,2,1,2,48,48215,4821545384,9,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,8,2015,0,0,-3,1,-3,-3,1,17.93406593
554,2016,2,21605,1,1,1,1,23,1,6,1,1,2,2,2,1,2,5,1,-1,6,1,1,3,3,3,3,1,4,2,2,2,2,1,2,5,-3,-3,-3,-3,-3,-3,-3,27,27037,2703720618,23,4,1,-2,1,-3,713,6,2,2,2,2,2,2,2,2,8,6,20,3,1,814,2,1,1705099,3,2,-2,1,7000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,27,270040001,2,19,190390001,2,28,280250001,2,12,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280330282,2,2,1,2,7000,3,1,1,2000,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,-2,0,-2,-2,-2,-2,-2,-2,27,27037,2703720618,98,2,2,2,2,2,2,2,2,1,3,2,2,2,27,27037,2703720618,23,5,-4,-4,-4,-4,-4,-4,-4,-4,1,2,2,2,2,2,2,-7,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,1993,0,0,-3,1,-3,-3,1,17.93406593
571,2016,2,61605,1,1,1,1,19,1,2,2,-1,2,2,2,2,-1,6,2,2,6,3,2,1,0,1,0,-1,-1,2,2,1,2,2,2,2,18,1806,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705016,3,2,-2,1,4000,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,27,270040001,2,28,280220001,2,28,280220001,2,24,2,2,2,-2,-2,-2,-2,-2,-2,1,2,1,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,2,2,1,3,4000,3,1,1,4000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48061,4806110768,3,2,2,2,2,2,2,2,2,12,2,2,1,2,48,48061,4806110768,12,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,14.76923077
572,2016,2,61605,1,1,1,1,32,1,3,3,-1,2,2,2,2,-1,6,1,-1,1,-1,-1,1,0,5,1,2,-2,2,2,1,2,2,2,2,18,1804,2,-2,-2,-2,-2,-2,-2,-2,27,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705016,3,2,-2,1,4500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,30,301930001,2,30,300390001,2,26,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,2,2,1,98,4500,3,1,1,4500,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,51,51810,5181082000,3,2,2,2,2,2,2,2,2,25,2,1,1,1,51,51810,5181082000,5,5,1,712,11,7,50,3,2,237,2,-4,-4,-4,-4,-4,-4,-4,12,250,2,5,1,0,-2,-2,-2,-2,1,-3,-3,3,2011,0,0,-3,1,-3,-3,1,14.76923077
573,2016,2,61605,1,1,1,1,18,1,3,2,-1,2,2,2,2,-1,6,2,2,2,2,2,1,0,1,0,-1,-1,2,2,1,2,2,2,2,2,206,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705016,3,2,-2,1,5000,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,70270001,2,30,301930001,2,19,190390001,2,23,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,2,2,1,3,5000,3,1,1,5000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,3,2,2,2,2,2,2,2,2,42,2,2,2,2,48,48215,4821545384,42,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,98,2016,0,0,-3,1,-3,-3,1,14.76923077
574,2016,2,61605,1,1,1,1,46,1,2,2,-1,2,2,2,2,-1,6,1,-1,1,-1,-1,1,0,1,0,-1,-1,2,2,1,2,2,2,2,8,801,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,9,999999999,99,19,190390001,2,28,280320001,2,19,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,1,2,1,3,6000,3,2,1,6000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,3,2,2,2,2,2,2,2,2,21,2,2,2,2,48,48215,4821545384,21,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,14.76923077
574,2016,3,31608,1,1,1,1,22,1,3,2,-1,2,2,2,2,-1,6,2,2,7,3,2,1,0,1,0,-1,-1,2,2,1,2,2,2,2,5,508,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705099,3,2,-2,2,-2,-2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,20,200670001,2,30,301930001,2,20,200670001,2,28,2,2,2,-2,-2,-2,-2,-2,-2,1,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,6,9000,1,2,2,-2,-2,-2,-2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,1,1,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,2,2,2,2,2,2,2,1,4,1,1,2,48,48215,4821545384,1,4,2,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,7,2016,0,0,-3,1,-3,-3,1,42.084894
575,2016,1,81602,1,1,1,1,27,1,3,1,1,2,2,2,1,2,6,1,-1,1,-1,-1,1,0,5,0,-1,-1,2,2,2,2,2,2,2,8,803,1,-2,-2,-2,-2,-2,-2,-2,18,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705016,3,2,-2,2,-2,-2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,9,999999999,99,30,301930001,2,30,301740001,2,18,2,2,2,-2,-2,-2,-2,-2,-2,1,1,1,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,2,2,2,2,2,2,5,50250001,3,2,1,4,2500,3,1,1,2500,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48029,4802965000,6,2,2,2,2,2,2,2,2,1,4,2,1,2,48,48029,4802965000,1,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,21.82127105
576,2016,1,81602,1,1,1,1,23,1,3,3,-1,2,2,2,2,-1,6,2,2,4,4,2,1,0,1,0,-1,-1,2,2,1,2,2,2,2,4,408,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,10,6,99998,98,98,111,2,1,1705016,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,28,280320001,2,28,280320001,2,1,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,8,2,1,4,10000,1,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,4,2,2,2,2,2,2,2,2,8,2,2,1,2,48,48215,4821545384,8,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,21.82127105
576,2016,3,31608,1,1,1,1,36,1,6,1,1,2,2,2,2,-1,6,2,2,6,3,2,1,0,1,1,2,-2,2,2,1,2,2,2,2,3,301,2,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705016,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,190390001,2,28,280220001,2,28,280220001,2,26,2,2,2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,3,2,1,6,10000,1,2,2,-2,-2,-2,-2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,5,3,1,2,2,2,2,2,2,12,2,2,2,2,48,48215,4821545384,13,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,1,-5,7,2016,1,1,0,1,-3,-3,1,42.084894
577,2016,2,61605,1,1,1,1,41,1,6,1,1,2,2,2,2,-1,5,1,-1,4,1,1,1,3,1,3,1,2,2,2,2,2,2,2,5,-3,-3,-3,-3,-3,-3,-3,6,6037,603744000,21,4,1,-2,1,-3,834,6,2,2,2,2,2,2,2,2,15,6,400,3,2,484,2,1,1705099,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,30,301930001,2,2,20040001,2,3,4,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,20040001,998,98,1,4,500,3,1,1,99998,98,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,6,6037,603744000,1,4,1,1,2,2,2,2,2,7,4,1,1,2,6,6037,603744000,21,2,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,12,200,4,7,1,0,-2,-2,-2,-2,2,2,1993,3,1993,0,0,-3,2,1,2,1,14.76923077
578,2016,1,81602,1,1,1,1,31,1,2,2,-1,2,2,2,2,-1,6,2,2,4,2,2,1,0,1,0,-1,-1,2,2,1,2,2,2,2,5,502,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,2,-2,-2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,30,301930001,2,5,50270217,1,5,50270217,1,32,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,50250001,5,2,1,6,2500,3,1,1,1500,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48201,4820135000,3,2,2,2,2,2,2,2,2,12,2,2,2,2,48,48201,4820135000,12,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2003,2,2016,0,0,-3,2,2,1,1,21.82127105
578,2016,2,61605,1,1,1,1,30,1,3,3,-1,2,2,2,1,3,6,2,2,7,7,2,1,0,5,1,2,-2,2,2,2,2,2,2,2,8,801,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,199,1,2,2,1,1,1,2,1,2,9,5,6500,1,5,813,2,1,9999997,3,2,-2,1,7000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70650001,2,28,280320001,2,24,240200196,1,19,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,2,2,2,2,2,2,2,280320001,4,2,1,4,7000,3,1,1,3500,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,97,97,2,-2,0,-2,-2,-2,-2,-2,-2,51,51510,5151001000,2,2,2,2,2,2,2,2,2,5,4,1,1,2,51,51510,5151001000,5,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,2,2013,12,2015,0,0,-3,1,-3,-3,1,14.76923077
579,2016,1,81602,1,1,1,2,27,1,3,2,-1,2,2,2,2,-1,6,2,2,6,2,2,1,0,1,0,-1,-1,2,2,1,2,2,2,2,6,609,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1312047,3,2,-2,1,6000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,999999999,99,30,301930001,2,28,280320001,2,23,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,2,2,1,4,6000,3,1,1,6000,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,3,2,2,2,2,2,2,2,2,23,2,2,2,1,48,48215,4821545384,23,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,1,2016,0,0,-3,1,-3,-3,1,16.57688525
579,2016,2,61605,1,1,1,1,24,1,6,1,1,2,2,2,2,-1,6,2,2,2,2,2,1,0,3,0,-1,-1,2,2,2,2,1,2,2,13,1303,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,933,6,2,2,2,2,2,2,2,2,8,6,100,1,2,484,2,1,1705016,3,2,-2,1,7000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28,280320001,2,9,999999999,99,28,280320001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,1,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,7,2,1,5,7000,3,1,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,3,2,2,2,2,2,2,2,2,25,2,1,1,2,48,48215,4821545384,25,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,4,2016,0,0,-3,1,-3,-3,1,14.76923077
580,2016,3,31608,1,1,1,1,26,1,6,1,1,2,2,2,2,-1,1,1,-1,3,1,1,1,1,5,1,2,-2,2,2,2,2,2,2,2,4,409,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,8,6,100,1,2,111,2,1,9999997,3,2,-2,1,39000,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,201840001,2,30,301740001,2,28,999999997,97,18,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,1,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280320001,5,2,1,3,39000,1,1,1,1100,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,97,97,2,-2,0,-2,-2,-2,-2,-2,-2,48,48215,4821545384,6,2,2,2,2,2,2,2,2,38,2,2,1,2,48,48215,4821545384,38,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,3,3,2007,7,2016,0,0,-3,3,1,2,1,42.084894
581,2016,3,31608,1,1,1,1,20,1,3,3,-1,2,2,2,1,3,6,2,2,4,1,2,1,0,5,0,-1,-1,2,2,2,2,2,2,2,18,1811,1,-2,-2,-2,-2,-2,-2,-2,17,4,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1705099,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,70270001,2,30,301740001,2,14,140390001,2,2,4,2,2,-2,-2,-2,-2,-2,-2,2,1,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,2,2,2,2,3,260040001,1,3,1,4,300,2,1,1,700,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-2,10,2,3,-4,5,0,97,4,4019,401977000,6,2,2,2,2,2,2,2,2,20,2,2,1,2,4,4019,401977000,20,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,2,1,-5,7,2016,1,1,1,1,-3,-3,1,42.084894
582,2016,2,91605,1,1,1,1,24,1,6,1,1,2,2,2,2,-1,6,2,6,5,4,2,1,3,5,1,2,-2,2,2,1,2,2,2,5,-3,-3,-3,-3,-3,-3,-3,12,12086,1208645000,3,3,2,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1705099,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,301930001,2,28,280220001,2,28,280220001,2,15,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,280220001,998,98,1,4,2500,3,1,1,1500,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1,2,-2,0,-2,-2,-2,-2,-2,-2,12,12086,1208645000,3,2,2,2,2,2,2,2,2,20,2,2,1,2,12,12086,1208645000,3,4,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,1,0,-2,-2,-2,-2,1,-3,-3,2,2016,0,0,-3,1,-3,-3,1,35.81538461
582,2016,3,31608,1,1,1,1,20,1,3,3,-1,2,2,2,2,-1,6,2,2,5,3,2,1,0,1,0,-1,-1,2,2,1,2,2,2,2,8,814,1,-2,-2,-2,-2,-2,-2,-2,555,5,1,-2,1,-3,611,6,2,2,2,2,2,2,2,2,6,6,80,1,2,111,2,1,1705099,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14,140390001,2,9,999999999,99,14,140390001,2,30,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260700001,4,2,1,2,500,3,1,1,200,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-2,2,-2,0,-2,-2,-2,-2,-2,-2,4,4019,401977000,6,2,2,2,2,2,2,2,2,30,2,2,1,2,4,4019,401977000,30,2,2,-5,-5,-5,-5,-5,-5,-5,2,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,2,0,-2,-2,-2,-2,3,3,2013,7,2016,0,0,-3,3,1,2,1,42.084894
583,2016,2,91605,1,1,1,1,42,1,6,1,1,2,2,2,1,3,5,1,-1,4,1,1,1,3,5,3,1,2,2,2,2,2,2,2,5,-3,-3,-3,-3,-3,-3,-3,12,12086,1208645000,14,4,1,-2,1,-3,922,6,2,2,2,2,2,2,2,2,8,6,120,3,2,236,2,1,1312047,3,2,-2,2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,999999999,99,21,211140001,2,21,211140001,2,30,2,2,2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,2,2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,260020001,2,2,1,6,500,1,2,2,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,97,97,2,-2,0,-2,-2,-2,-2,-2,-2,12,12086,1208645000,1,3,1,2,2,2,2,2,2,3,4,1,1,2,12,12086,1208645000,14,5,-4,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,-4,-4,-4,12,300,4,6,1,0,-2,-2,-2,-2,2,2,1998,5,2001,0,0,-3,2,1,2,1,35.81538461
